CAMIS,ZIPCODE,INSPECTION_DATE,SCORE,GRADE
50089526,11209,10/22/2019,11,A
50104877,10453,11/8/2021,65,C
50001886,11212,9/25/2019,21,B
41455044,10036,7/11/2019,30,C
41663033,11435,6/24/2019,10,A
50079475,11216,9/6/2022,2,A
50092307,11375,7/16/2019,13,A
50050384,10031,6/7/2022,10,A
50058095,11226,6/6/2022,11,A
50011089,11385,4/4/2022,2,A
50071845,10036,6/20/2019,12,A
50077075,11231,2/9/2019,21,B
40370856,10012,3/13/2017,7,A
40399852,10014,10/29/2019,12,A
50035140,11230,1/10/2019,7,A
50086033,10305,3/25/2019,12,A
50039977,11377,6/1/2022,11,A
41288201,10016,10/3/2022,3,A
50034883,11418,1/6/2020,11,A
41691247,10018,11/22/2019,7,A
41612489,10019,5/9/2019,9,A
41030615,10019,7/26/2019,51,C
50056770,10018,1/22/2020,37,C
50061047,11434,8/24/2021,17,B
50002448,11417,6/25/2019,24,B
41068312,11368,3/15/2018,49,C
41206524,11238,8/18/2021,16,B
50005138,11231,10/10/2019,16,B
41231500,11385,10/24/2019,7,A
41555821,10308,2/13/2020,11,A
40402893,10021,5/16/2019,13,A
50085106,11208,6/8/2022,11,A
50070285,10003,5/15/2019,9,A
41020745,10036,3/14/2018,7,A
50126177,11204,9/1/2022,28,C
50014149,11201,3/12/2020,10,A
41589349,10306,2/12/2020,32,C
50062852,10036,3/11/2019,11,A
41688192,11217,5/11/2018,2,A
50080618,11236,1/20/2022,16,B
50001062,10012,11/2/2018,12,A
50038206,10017,11/20/2019,22,B
50098245,10469,8/20/2021,12,A
40750343,10036,10/23/2018,6,A
40988630,10009,5/28/2016,21,B
50118539,11432,4/27/2022,12,A
50077391,11372,5/27/2022,9,A
50094458,11214,9/5/2019,11,A
50067676,11105,1/21/2020,14,B
40374192,10028,7/11/2019,0,A
50108235,11355,4/25/2022,30,C
50034203,11214,5/6/2019,17,B
50057703,10306,10/22/2019,13,A
50033801,10027,1/27/2020,26,B
50121468,10451,10/6/2022,10,A
40878231,11204,9/9/2022,24,B
41641276,10003,1/26/2022,12,A
50067910,11435,10/10/2019,13,A
50050253,10281,4/15/2022,11,A
50008453,11368,4/24/2019,10,A
41702100,11105,1/10/2020,11,A
40698892,10003,2/7/2018,47,C
50083754,11222,7/23/2022,20,B
41649359,10121,10/23/2017,8,A
50015746,11432,8/24/2021,7,A
50111814,11249,6/24/2022,73,C
50115562,11385,10/17/2022,12,A
50065353,10301,8/11/2021,14,B
41174549,11369,6/5/2019,11,A
50110819,10038,7/22/2021,20,B
41168216,10004,11/13/2019,12,A
41232726,10002,11/1/2019,10,A
50000930,11215,3/16/2022,19,B
41629150,11106,8/31/2017,10,A
50116941,10026,8/3/2022,35,C
41639505,10454,2/6/2020,9,A
50002732,11430,6/2/2022,8,A
50093792,11103,9/10/2019,20,B
50036333,11435,9/30/2019,7,A
50068505,10025,8/4/2022,10,A
50048463,11232,11/4/2019,16,B
50118045,11358,5/24/2022,5,A
50048160,11220,11/21/2019,6,A
40390266,10465,6/21/2019,13,A
40788886,10010,7/13/2022,3,A
50041799,10012,3/16/2017,6,A
50094385,10017,3/12/2020,11,A
50090533,11222,9/8/2022,7,A
50087348,11366,1/21/2020,13,A
40979852,11364,2/8/2018,11,A
41575384,10023,2/3/2022,9,A
50036313,10016,12/4/2018,20,B
50107913,11228,9/21/2021,25,B
50074510,11221,9/8/2021,5,A
50048576,10031,3/28/2019,23,B
50096314,10001,10/31/2019,46,C
41048074,11204,6/5/2019,4,A
41564165,11205,10/10/2018,57,C
50077495,11367,8/1/2019,11,A
50082290,10022,5/12/2022,9,A
40729439,11372,8/5/2019,22,B
50046194,10035,8/22/2019,13,A
41422150,11215,10/13/2022,27,B
40515124,11377,8/1/2019,9,A
40545555,11209,7/25/2019,2,A
50096959,10003,11/9/2021,12,A
50033695,11354,7/5/2017,33,C
50105307,11694,5/6/2022,2,A
41054695,10031,3/2/2020,7,A
41030615,10019,1/10/2020,12,A
50088736,11201,8/15/2022,27,B
41688265,11217,1/25/2017,0,A
50041253,11378,4/6/2022,24,B
50047752,11214,5/22/2019,10,A
50057426,11372,2/20/2019,9,A
50048604,11214,2/27/2019,9,A
41092947,10301,1/27/2022,11,A
50056507,10012,6/24/2022,13,A
50074739,10028,12/19/2019,10,A
50107622,10021,2/4/2022,15,B
50120985,11209,6/23/2022,7,A
40401912,10013,10/11/2022,5,A
50099959,10003,2/19/2020,10,A
41478531,10012,7/16/2019,10,A
50092747,10010,9/7/2021,2,A
50105372,11224,12/2/2021,12,A
41350166,10469,3/18/2022,9,A
50083695,10033,9/19/2019,19,B
50063620,11222,10/14/2017,10,A
41482441,10013,9/3/2019,13,A
40526104,10011,12/1/2021,10,A
50036537,10016,6/6/2022,12,A
50004900,11417,10/31/2016,17,B
50093253,11104,7/11/2019,12,A
50044438,10003,2/28/2020,16,B
41686665,10013,2/17/2022,13,A
50002580,10040,11/14/2018,7,A
50002099,11236,9/30/2022,26,B
50078091,11378,1/8/2020,16,B
50036672,10019,1/7/2020,7,A
50045593,11418,3/6/2020,0,A
50106213,10013,10/3/2022,14,B
50088439,11358,9/10/2021,5,A
50032670,11377,11/12/2019,15,B
50089283,11203,4/21/2022,60,C
40366961,11238,3/11/2022,11,A
40399817,10010,6/11/2019,7,A
40967297,10017,4/15/2019,9,A
50087672,11216,3/23/2022,7,A
50064981,11355,3/2/2020,10,A
50071063,11354,8/20/2022,34,C
50068252,11205,3/1/2019,13,A
50110216,11372,5/3/2022,12,A
50100469,11231,12/3/2019,4,A
50041875,11230,10/22/2019,0,A
50057673,10036,10/10/2019,8,A
50106051,11372,10/26/2021,10,A
50059103,11220,10/30/2019,8,A
50103957,10468,10/21/2021,12,A
50095918,10040,3/4/2020,12,A
50095022,11103,5/27/2022,5,A
50069376,11354,10/9/2019,4,A
50058248,11217,8/6/2019,12,A
50107625,10032,8/30/2021,13,A
40367534,10018,1/23/2020,11,A
40698840,11372,5/1/2019,7,A
41386625,10003,6/25/2019,13,A
50108551,11691,6/3/2022,11,A
50086139,10009,8/2/2022,5,A
41698771,11236,8/20/2019,12,A
40724462,11101,6/24/2019,19,B
40400021,11103,7/26/2021,11,A
41026438,11385,2/11/2022,27,B
50056806,10457,1/9/2020,9,A
41640282,10036,10/22/2018,9,A
41450604,11366,8/25/2022,19,B
50055414,11225,11/16/2019,2,A
50085672,11236,7/21/2021,45,C
50013555,10031,3/27/2019,13,A
41299744,11106,3/14/2022,32,C
50077812,11368,7/13/2019,12,A
50046719,10013,8/13/2019,8,A
41699229,10003,10/29/2019,11,A
50057950,10003,9/29/2022,3,A
50058975,11216,6/28/2019,0,A
41682994,10002,6/17/2019,3,A
50073323,11426,10/24/2018,75,C
50048588,10014,7/3/2019,12,A
41705612,10003,5/28/2019,8,A
50079524,10017,9/20/2019,2,A
50098467,10014,11/16/2021,14,B
50005258,11367,1/10/2022,10,A
50053536,11423,10/4/2018,5,A
50108702,11215,1/11/2022,12,A
41351011,10033,3/14/2022,41,C
41235437,10009,2/15/2022,23,B
41541889,10014,5/15/2019,12,A
50063792,10003,3/16/2022,11,A
41352188,10013,1/24/2020,23,B
50074803,11229,6/6/2019,13,A
40547085,11209,7/28/2022,25,B
50044589,10121,5/30/2019,0,A
50009477,10013,10/29/2019,9,A
50088248,11220,3/1/2022,22,B
50054726,11229,7/11/2019,18,B
41567414,10036,8/19/2017,11,A
50111771,10028,10/14/2021,13,A
50075296,11432,5/31/2022,10,A
41180080,10013,4/1/2022,20,B
50088325,10026,4/20/2022,13,A
50009557,11215,10/22/2019,33,C
50075608,10038,1/19/2022,9,A
50032980,10003,6/26/2019,12,A
50107415,11103,12/6/2021,12,A
50085596,10036,7/2/2019,6,A
50076821,10025,9/10/2019,13,A
50016964,10016,12/20/2018,12,A
40571082,10003,12/27/2019,9,A
40574871,10012,8/10/2021,7,A
50001353,11237,11/30/2021,21,B
50124853,10020,9/27/2022,0,A
50123325,11413,6/24/2022,0,A
40991365,10002,6/2/2022,10,A
50091679,11201,5/9/2022,7,A
50093775,11416,9/12/2022,18,B
41168585,11419,12/12/2018,18,B
41291910,10019,9/9/2019,7,A
41556209,11357,4/13/2022,11,A
50008104,10019,1/27/2022,12,A
50002268,11366,7/22/2019,2,A
41644180,11420,6/8/2018,0,A
41641837,11378,8/13/2019,10,A
40579797,11223,1/24/2022,11,A
50108693,10452,6/22/2022,23,B
40933911,10025,6/15/2022,10,A
50000338,10019,7/26/2019,8,A
50079294,10470,8/9/2018,30,C
50103766,11215,11/8/2021,21,B
50017545,11377,9/22/2017,20,B
50017852,10016,3/28/2018,13,A
50087439,10458,8/13/2019,20,B
50034982,11237,9/7/2019,12,A
50070299,11225,2/27/2018,8,A
50041835,11377,8/13/2019,9,A
50019025,11411,11/20/2019,8,A
40971149,10003,2/27/2020,30,C
50092126,11214,8/5/2022,42,C
50082406,11419,9/18/2019,13,A
50108315,11372,8/2/2021,7,A
41429187,10036,2/10/2020,0,A
50004213,11216,7/26/2022,5,A
50043260,10024,8/6/2019,37,C
50081067,11693,4/21/2022,12,A
41461165,11420,3/16/2020,5,A
50072151,10010,5/10/2019,8,A
41090127,10464,4/6/2022,12,A
50066651,11229,3/3/2020,12,A
50090497,11373,8/5/2019,10,A
50088158,11219,12/19/2019,24,B
50086933,11103,10/20/2022,12,A
50046008,10016,10/10/2019,7,A
50093052,11223,5/10/2022,12,A
50005592,10007,5/10/2022,13,A
41343242,10314,3/15/2022,13,A
50045070,10003,6/7/2019,16,B
41431202,11231,8/25/2021,18,B
50059581,10002,6/27/2022,0,A
50056900,11235,2/24/2022,52,C
50100481,10455,1/22/2020,9,A
41698598,10455,5/15/2019,17,B
50099247,11428,1/12/2021,0,A
41554263,11423,5/17/2022,12,A
50071921,10036,4/7/2022,38,C
50046175,10036,5/23/2022,9,A
50010248,10017,12/27/2019,5,A
50117859,11228,4/26/2022,12,A
50074125,11358,4/5/2022,13,A
40800483,10462,3/8/2022,5,A
50037412,10169,5/26/2022,7,A
50000342,11103,8/14/2019,13,A
40394037,11432,10/18/2021,12,A
41456522,10017,1/17/2020,12,A
41491144,10014,4/19/2018,15,B
50086349,10472,2/19/2020,9,A
50105457,10027,10/20/2022,11,A
50107433,11214,9/20/2021,10,A
50116731,11235,4/28/2022,7,A
50088905,11103,5/16/2022,3,A
50044403,11220,1/18/2022,11,A
50095055,11226,10/14/2022,10,A
50062863,10306,9/20/2019,12,A
41703307,11221,4/26/2017,19,B
50059621,11104,9/10/2019,12,A
50096780,10016,5/17/2022,24,B
41528086,10012,8/9/2021,7,A
50065361,11103,10/17/2019,22,B
50019166,11221,2/8/2017,12,A
41231634,11378,2/22/2017,11,A
40635294,11421,4/19/2018,0,A
41671961,10022,7/22/2019,9,A
50001397,11201,9/12/2019,25,B
41460224,11203,2/5/2020,9,A
40940279,10023,8/20/2021,2,A
50016931,11234,1/15/2020,12,A
50015892,11106,6/22/2018,12,A
41664398,11106,4/27/2022,11,A
50054452,11373,1/2/2020,2,A
40593817,11354,9/30/2019,12,A
50037026,11214,9/26/2019,14,B
50002562,11106,7/6/2019,11,A
50070654,10065,8/2/2019,2,A
50032827,10023,3/25/2019,10,A
50075156,11372,7/8/2019,10,A
40382057,11228,6/12/2019,10,A
50080585,10017,8/30/2019,12,A
50004442,10029,5/29/2019,10,A
50051609,10003,5/4/2022,12,A
50040728,10010,5/30/2019,12,A
41632513,10003,4/18/2022,20,B
50081898,11355,12/12/2019,13,A
41310853,11375,7/24/2019,23,B
41704745,10031,1/12/2022,9,A
50015040,11206,9/27/2018,12,A
50121487,10003,9/28/2022,38,C
50086010,11204,4/10/2019,2,A
50068389,11361,1/25/2020,8,A
41458323,11219,4/7/2022,13,A
50075739,11362,9/5/2019,13,A
50036298,11201,8/30/2021,16,B
50074371,11220,3/1/2022,12,A
50114750,10455,2/9/2022,7,A
50074936,10016,4/13/2022,23,B
50037580,10463,6/6/2022,10,A
50102552,10028,8/2/2022,13,A
41215734,10022,3/10/2020,23,B
50002325,11419,1/16/2020,2,A
50044423,11435,9/16/2019,13,A
50065912,11237,2/7/2020,10,A
50000804,11354,2/12/2020,21,B
50061293,11372,9/7/2021,31,C
50092553,11201,7/8/2019,13,A
50077583,11358,8/25/2022,21,B
50060814,11354,6/12/2018,36,C
50052722,11106,12/16/2019,6,A
41685780,11370,6/11/2019,27,B
50053408,10128,10/11/2019,18,B
50058819,10028,6/18/2019,13,A
50016798,11373,11/19/2019,13,A
40424780,10038,8/30/2022,12,A
50088499,11214,1/30/2020,13,A
41271359,11220,5/18/2022,42,C
41647630,11103,11/4/2017,3,A
40388668,11226,7/29/2019,2,A
41078357,10075,5/1/2019,25,B
41692932,10017,7/1/2022,13,A
41227684,11234,4/29/2022,35,C
50072745,10302,2/5/2022,13,A
50053046,10461,10/22/2019,19,B
50002020,11205,10/26/2019,18,B
50080226,10038,3/12/2019,28,C
50032750,11207,6/14/2019,13,A
50105813,10003,3/9/2022,12,A
50047823,10466,7/17/2019,0,A
50104071,11372,1/19/2022,24,B
40378796,11235,2/15/2017,7,A
41529617,11209,5/4/2022,0,A
50105330,10469,11/3/2021,23,B
40392834,10003,2/28/2020,24,B
50056619,10119,6/14/2022,24,B
50088468,10016,9/5/2019,19,B
50001226,11216,6/9/2022,17,B
50000891,11237,4/10/2019,8,A
50108407,11211,12/9/2021,12,A
50057481,10016,2/27/2019,7,A
50105536,11204,8/31/2021,28,C
41472400,10305,8/4/2022,7,A
50016995,10036,11/21/2016,2,A
50084143,10034,7/10/2019,10,A
41015170,11211,7/22/2021,9,A
41328070,11204,10/13/2022,2,A
50073505,11385,8/22/2022,25,B
50057865,11385,1/16/2019,8,A
50057901,10065,12/6/2018,5,A
50119570,11207,3/28/2022,6,A
50048104,11362,3/9/2022,19,B
41185928,11385,4/20/2022,13,A
50082677,10012,1/14/2019,8,A
41002004,11368,3/15/2022,12,A
50094169,11218,8/28/2019,6,A
50073709,10001,10/24/2022,42,C
41106681,11210,11/6/2019,12,A
41647129,11368,2/24/2022,13,A
40997950,10014,8/23/2019,10,A
41631242,11355,2/28/2022,12,A
40966076,10002,8/9/2022,7,A
41348061,10065,3/16/2022,25,B
41035387,10011,12/19/2017,26,B
50040461,11238,10/19/2019,10,A
41528086,10012,11/26/2018,10,A
41212798,10027,8/19/2019,16,B
40369716,11231,7/23/2021,7,A
41576082,10301,7/19/2021,23,B
41688078,11211,5/17/2022,10,A
50098659,11354,12/17/2019,7,A
50036858,11205,5/13/2022,9,A
50055470,10018,8/4/2021,2,A
40570910,10468,9/12/2019,31,C
50060258,10038,7/26/2019,26,B
50017080,10013,8/31/2021,13,A
40400610,10014,1/4/2022,9,A
41549759,10019,7/6/2022,2,A
50001362,11235,3/3/2022,26,B
50106070,10019,1/18/2022,7,A
41155290,10036,3/16/2020,10,A
50070952,11373,10/16/2019,28,C
50002576,11220,6/21/2018,15,B
50112987,10032,5/6/2022,16,B
50098950,10475,11/25/2019,13,A
50038022,10032,3/10/2022,0,A
41668500,11004,10/30/2019,10,A
40594026,10310,8/11/2021,11,A
50045675,11217,5/18/2022,33,C
41615913,11104,9/16/2019,17,B
50045592,10451,7/22/2022,10,A
50056970,11249,6/4/2019,13,A
50098871,11213,10/24/2022,28,C
41147913,10029,6/10/2019,6,A
50010285,10002,10/2/2019,3,A
40381797,10022,8/22/2019,13,A
50046659,10012,8/6/2019,21,B
50107884,10018,10/27/2021,5,A
50003485,10018,8/13/2019,14,B
50047324,10018,4/11/2019,12,A
41444679,10454,1/9/2020,9,A
50111280,10025,8/17/2021,16,B
40812973,10013,9/9/2021,34,C
41201169,10039,2/2/2022,12,A
40541030,10011,4/20/2022,13,A
50070931,10466,3/18/2019,13,A
50064502,10007,10/21/2019,20,B
50047964,11224,10/19/2022,29,C
50075731,11237,3/1/2019,7,A
50089280,10002,9/5/2019,2,A
50043865,10003,10/25/2022,13,A
41636209,10019,9/1/2021,13,A
50090847,11201,6/2/2022,12,A
41177118,10455,5/29/2019,5,A
41688139,11217,5/11/2018,10,A
50094225,11226,9/18/2019,3,A
50051939,11206,1/30/2020,13,A
50069847,11354,5/23/2019,32,C
50088519,11357,7/11/2022,25,B
50071784,10462,10/29/2021,23,B
41389296,11218,5/31/2022,45,C
50078220,10022,5/3/2022,10,A
50034689,10001,8/18/2022,10,A
50085608,10024,8/22/2022,25,B
40915451,10314,3/3/2020,13,A
50059470,10001,10/13/2017,10,A
41487738,10029,3/16/2020,0,A
50065906,10023,9/19/2019,13,A
50067815,11215,9/3/2019,18,B
50072770,11238,9/30/2019,7,A
50053883,11378,9/17/2019,4,A
50114184,11412,10/28/2021,7,A
41166704,10462,2/16/2022,40,C
50084090,11105,6/27/2022,12,A
50042927,10014,6/6/2019,3,A
50058937,11432,6/8/2019,42,C
50078414,10024,9/20/2018,10,A
40759602,10065,10/8/2019,11,A
50040092,10016,4/14/2022,10,A
41694691,11216,11/30/2019,6,A
50073224,10003,2/19/2020,13,A
41152996,10019,4/15/2019,36,C
50075833,10301,4/16/2019,4,A
50115620,11211,10/13/2022,7,A
41676490,10463,3/9/2020,5,A
50044508,10012,9/13/2019,0,A
50016580,11385,6/2/2017,17,B
50005142,10019,7/2/2019,18,B
50087206,10009,4/8/2022,7,A
41623532,10007,7/30/2021,8,A
50107723,10467,9/15/2021,16,B
50117883,10005,6/1/2022,11,A
41415856,10470,8/18/2022,18,B
50102673,11218,8/1/2022,2,A
40397626,11219,3/18/2019,7,A
40659197,10012,1/12/2022,5,A
50108614,10032,6/3/2022,25,B
50070363,11222,6/13/2019,10,A
50002074,11354,3/15/2022,10,A
40394028,11234,4/26/2019,8,A
41688137,11217,5/11/2018,7,A
50098785,11432,11/21/2019,12,A
40513217,11219,6/13/2019,10,A
50101337,10314,2/11/2020,3,A
50052917,10014,11/21/2019,12,A
50006271,11412,8/19/2022,7,A
41705779,11226,6/20/2019,12,A
50096572,10011,10/25/2022,40,C
50051532,10019,1/30/2020,9,A
50014465,10012,2/28/2020,10,A
50121810,10466,5/10/2022,39,C
41298790,10019,3/15/2022,29,C
50119904,10025,3/21/2022,4,A
50112321,10012,3/10/2022,30,C
50107218,10029,8/16/2022,12,A
41664275,10312,4/18/2017,23,B
40379573,10475,7/31/2019,11,A
50005592,10007,11/26/2019,26,B
50011308,11201,11/25/2019,6,A
41689361,10007,4/28/2022,22,B
50104980,10467,10/18/2022,15,B
41591414,11249,4/6/2018,9,A
50005480,10022,2/12/2019,23,B
50121585,11354,6/23/2022,13,A
41701450,11369,10/19/2022,2,A
50043594,11217,2/5/2020,5,A
41066767,10036,12/17/2019,12,A
40391913,10019,4/15/2019,10,A
50046759,10001,4/15/2022,21,B
50057789,10027,3/6/2020,9,A
41718493,11211,3/13/2020,13,A
50056063,10040,6/24/2019,7,A
50075251,11206,4/19/2019,5,A
50103087,10039,3/9/2022,12,A
41387345,11211,7/20/2022,0,A
50053912,10009,5/21/2018,13,A
50116919,10018,4/25/2022,13,A
50074754,11105,8/10/2022,10,A
41300890,11215,2/25/2022,7,A
41112470,11215,11/21/2019,7,A
40536785,11215,10/3/2019,0,A
41636931,10065,8/13/2021,12,A
41553479,10013,1/7/2020,11,A
41631630,10002,12/18/2018,12,A
50088176,11102,3/12/2020,8,A
41395716,10012,3/28/2022,9,A
50061303,10017,3/10/2022,9,A
50078425,11430,10/17/2018,2,A
41503176,11369,5/4/2022,9,A
41593541,10026,1/27/2020,0,A
50065008,11201,10/11/2017,5,A
41389501,10312,8/23/2022,12,A
41183278,11369,1/3/2018,2,A
50063466,10303,2/26/2020,5,A
50062815,11210,7/29/2019,12,A
41451985,11218,4/29/2022,3,A
50065187,11209,9/4/2019,12,A
41557884,10024,7/21/2022,10,A
50093303,11355,1/13/2020,9,A
40396381,10032,9/16/2019,23,B
50101404,11217,9/28/2021,14,B
41520990,11369,1/18/2018,11,A
41685305,11421,8/30/2022,47,C
50100085,10013,12/9/2019,14,B
50064514,10014,7/6/2022,13,A
50073925,10029,8/19/2019,9,A
50052277,10036,7/13/2022,24,B
50075485,10004,1/24/2020,7,A
41616112,10154,4/12/2022,10,A
41653951,11230,6/25/2019,4,A
50000544,11235,11/25/2019,2,A
50050986,11237,5/16/2022,0,A
50052200,11224,6/7/2019,7,A
41329442,10022,9/12/2019,12,A
50013521,11204,6/3/2022,4,A
41007533,10003,9/3/2019,16,B
50089168,10014,2/28/2022,12,A
41531139,10019,8/15/2017,2,A
40512425,11203,3/13/2019,8,A
50088694,10312,6/10/2022,8,A
50057062,10013,8/23/2019,13,A
41174549,11369,10/25/2019,16,B
50100458,10151,3/12/2020,4,A
50003556,11236,8/7/2019,12,A
50108549,11235,6/16/2022,8,A
50002576,11220,8/21/2019,13,A
41174075,11222,2/16/2022,12,A
50064184,11201,7/21/2021,5,A
50063691,10003,8/24/2022,23,B
50119647,10463,6/23/2022,13,A
41675367,11229,8/19/2021,29,C
50086444,11375,3/21/2019,12,A
41433057,10038,12/30/2019,37,C
40701605,11106,6/11/2019,12,A
50014114,10475,5/18/2022,26,B
50127298,10470,9/15/2022,48,C
50002432,11430,11/27/2018,2,A
41576522,10460,7/20/2021,12,A
40399620,10003,2/9/2022,10,A
41537124,11361,8/5/2019,13,A
50113658,10029,8/16/2022,30,C
40553443,10013,2/10/2022,22,B
41567468,10036,5/18/2019,6,A
40881793,11435,2/10/2022,10,A
50106314,11238,1/12/2022,3,A
40860410,10302,10/1/2019,18,B
40700664,10013,8/30/2019,7,A
50067638,10019,8/15/2017,8,A
50044522,10121,5/29/2018,7,A
50057389,11374,12/11/2019,9,A
41001363,11362,7/13/2017,5,A
41363092,11249,3/24/2022,2,A
50063946,10036,1/23/2020,10,A
50099536,10172,4/4/2022,10,A
41581830,10011,1/17/2020,26,B
50102756,10310,8/11/2021,12,A
50069122,11385,9/14/2022,13,A
50096475,10001,8/29/2019,6,A
40850055,10036,12/11/2019,13,A
50081523,10016,3/4/2020,23,B
40991543,10027,9/19/2019,2,A
41250834,11357,5/22/2019,12,A
50043208,11356,10/16/2018,8,A
41703808,11238,9/21/2018,12,A
50091280,11358,6/26/2019,7,A
50073019,11354,2/10/2020,9,A
50040703,11226,1/13/2020,19,B
41692932,10017,9/26/2019,9,A
41040405,11217,8/12/2019,11,A
50080340,10003,7/30/2018,0,A
40602872,10314,8/5/2022,12,A
50091284,10306,10/11/2022,18,B
41555711,10306,8/5/2022,8,A
41462542,11215,7/9/2019,12,A
50119681,10017,9/20/2022,0,A
50080253,10013,3/3/2020,9,A
50077362,10036,6/13/2019,8,A
50064541,10002,3/2/2020,2,A
50102761,11433,12/8/2021,16,B
50043915,11237,5/12/2022,13,A
50075535,11102,1/23/2019,15,B
50081605,10075,12/27/2019,7,A
50094161,10024,7/18/2019,9,A
50058412,10452,2/6/2020,11,A
41567865,10014,9/27/2022,9,A
50076485,11237,3/12/2019,5,A
50073407,11422,7/6/2022,28,C
50085734,10014,5/18/2022,27,B
41720066,10001,8/30/2021,5,A
50094455,10001,1/8/2020,11,A
50097902,10013,3/4/2020,4,A
40587714,10017,8/5/2021,7,A
50074348,11206,4/19/2022,12,A
50095290,10027,1/7/2020,39,C
41708320,11226,8/24/2021,51,C
50072020,11414,8/30/2022,34,C
41030972,11231,7/23/2021,5,A
50000551,10002,1/21/2022,9,A
41708744,11220,11/2/2017,13,A
50062755,10002,12/3/2019,5,A
41403373,10463,1/13/2020,11,A
41221268,11385,8/9/2021,9,A
50000154,11230,4/13/2018,15,B
50070931,10466,3/9/2018,10,A
40515124,11377,3/10/2022,12,A
50093334,11354,3/16/2020,9,A
40564858,10021,2/27/2020,0,A
50070445,10467,2/14/2022,31,C
50117946,10016,1/3/2022,7,A
41265619,11434,11/15/2019,12,A
50000338,10019,9/5/2019,4,A
50013782,11355,11/26/2019,15,B
40665359,10012,12/5/2018,12,A
50051745,10464,6/15/2019,31,C
50078920,11214,7/12/2022,24,B
40934594,10475,8/19/2019,13,A
41450073,11204,4/30/2018,11,A
50014473,10469,7/13/2022,0,A
50118101,11226,8/29/2022,10,A
41614624,10314,10/20/2022,7,A
50016001,11101,3/16/2022,13,A
50057195,10006,6/4/2019,19,B
50067730,11239,12/3/2021,8,A
50017016,11101,10/15/2019,10,A
50105103,10017,10/29/2021,13,A
41270891,10019,8/9/2021,10,A
50046623,11217,3/21/2022,3,A
50017642,11691,5/1/2019,12,A
40566617,10019,8/5/2021,3,A
50116753,10473,7/18/2022,12,A
41699269,10038,5/23/2019,13,A
50074810,10001,2/22/2020,19,B
50067964,11368,11/4/2019,20,B
50122257,10034,6/23/2022,39,C
50100820,10467,9/23/2021,18,B
50097631,11211,10/21/2022,20,B
50050184,10028,5/30/2019,10,A
40535738,10019,5/23/2018,12,A
50065534,10128,8/22/2022,11,A
50051725,10301,1/26/2022,13,A
50109518,10029,12/16/2021,11,A
50079419,10011,8/8/2019,20,B
41202545,11354,12/2/2019,10,A
41155726,10453,1/8/2020,11,A
50054726,11229,2/7/2019,14,B
41490195,10025,2/4/2022,8,A
41158614,10469,8/27/2019,25,B
50124316,10013,10/18/2022,38,C
41499169,10036,5/20/2019,34,C
50104848,11370,9/28/2021,13,A
50088538,11215,3/2/2020,13,A
40545786,10461,1/10/2022,25,B
50051881,11218,11/25/2019,11,A
41388342,11435,10/28/2019,12,A
40614489,11365,4/26/2019,10,A
41463800,11238,1/8/2018,24,B
50098726,10003,3/3/2020,11,A
50075973,11216,12/19/2019,9,A
41358275,10457,9/17/2019,11,A
50107271,10017,3/4/2022,4,A
50048338,11434,11/13/2019,2,A
50097152,10011,2/14/2020,12,A
50014994,10016,6/6/2019,9,A
50016129,11203,4/29/2022,3,A
50118965,11207,4/4/2022,19,B
41453331,10017,5/18/2022,21,B
50006804,10310,2/1/2018,19,B
40547434,10310,3/21/2022,23,B
50071936,10021,7/27/2022,42,C
50100213,11377,12/17/2021,40,C
50052785,10001,7/22/2021,5,A
50090488,10003,11/15/2019,20,B
50067605,11236,6/17/2022,10,A
41348028,10466,7/26/2017,2,A
41481494,10001,3/25/2022,11,A
50123157,10306,8/4/2022,12,A
50087415,10005,12/18/2019,5,A
50061295,10025,7/10/2019,10,A
50094742,11236,8/28/2019,31,C
50044714,10470,9/22/2017,5,A
40400544,11236,1/23/2020,25,B
50075536,10314,8/12/2021,19,B
50094788,10306,7/18/2022,13,A
41407999,10035,7/16/2019,20,B
50070942,11221,1/10/2022,28,C
50071557,11206,12/27/2019,12,A
41543885,10012,3/13/2019,7,A
41524607,11249,1/11/2018,17,B
50070680,10001,9/10/2019,38,C
40933080,11416,11/23/2019,9,A
50006002,10022,7/30/2018,9,A
50080156,11234,10/25/2022,13,A
50099353,11426,9/2/2022,10,A
40388194,10014,9/21/2018,13,A
50012443,11223,5/30/2019,5,A
41593541,10026,5/21/2019,13,A
50057780,10470,8/29/2017,42,C
40574680,11220,7/21/2021,9,A
50033882,10005,7/7/2017,7,A
50118884,11374,6/4/2022,24,B
40391350,11001,12/13/2018,23,B
50039988,10013,1/7/2020,13,A
50108441,11249,8/3/2021,9,A
50038140,11373,7/7/2022,13,A
50004415,11413,8/4/2018,11,A
50118095,11201,3/14/2022,12,A
50013048,10001,12/13/2019,12,A
50002534,10128,2/12/2020,12,A
41468267,10016,10/12/2019,28,C
50005405,10019,7/31/2017,32,C
41601770,11368,8/12/2022,3,A
50041966,10016,2/17/2017,11,A
50104920,11201,2/3/2022,18,B
50113149,10018,4/26/2022,3,A
41674679,10456,1/24/2022,11,A
50010278,10002,4/9/2017,2,A
50041493,10475,3/26/2019,39,C
41477814,10018,4/12/2022,13,A
50088158,11219,2/23/2022,22,B
41263879,10012,5/13/2019,12,A
50083799,10036,12/16/2019,13,A
50067454,11369,11/1/2019,7,A
