CAMIS,ZIPCODE,INSPECTION_DATE,SCORE,GRADE
50070043,11691,7/18/2022,24,B
41153872,10028,7/16/2019,24,B
50056715,11357,12/6/2018,10,A
50100200,10458,8/25/2022,36,C
50008068,11228,6/2/2022,39,C
41391483,11354,2/20/2019,22,B
41262369,10022,3/29/2022,13,A
41184581,11238,4/16/2019,12,A
40373462,10016,4/13/2022,11,A
50101239,10010,8/30/2021,17,B
41164678,10036,7/5/2018,12,A
41476127,10013,4/5/2019,27,B
50089364,10453,4/8/2022,12,A
50085211,10002,3/7/2022,3,A
50078406,11236,3/7/2020,13,A
50056992,10040,7/27/2022,28,C
40366742,11229,11/8/2019,24,B
41193517,11419,5/22/2019,18,B
40394762,10019,2/22/2020,5,A
50006260,10003,8/29/2022,0,A
41534382,10465,9/24/2019,12,A
50072352,10013,9/24/2019,13,A
40625198,11430,5/24/2018,4,A
50105992,11372,2/2/2022,27,B
50003105,11103,7/18/2019,17,B
41627484,10016,1/29/2020,7,A
50107265,10469,11/22/2021,21,B
50073849,11201,6/1/2022,0,A
50063974,11221,6/9/2017,21,B
50089310,10027,11/18/2019,20,B
41444789,10458,12/4/2018,3,A
50051137,11375,7/3/2019,13,A
41632521,11204,7/11/2022,13,A
50072862,10022,7/18/2022,12,A
50015903,11101,11/19/2019,10,A
41563682,10013,1/20/2022,13,A
50084371,11225,6/21/2022,31,C
40391639,10454,10/6/2022,27,B
50089290,11368,11/19/2019,16,B
50076740,10019,2/3/2020,10,A
41337371,11435,8/13/2019,10,A
50087924,11231,6/4/2019,22,B
50049489,11103,3/20/2018,22,B
50078597,10128,9/13/2019,53,C
41621699,10033,1/11/2022,16,B
40549885,10468,2/28/2019,19,B
41721069,11238,6/10/2019,12,A
50106928,10013,10/12/2022,11,A
40843676,10019,9/20/2022,11,A
50093478,11375,6/8/2022,27,B
50002095,11215,5/23/2019,34,C
41424312,11232,6/22/2018,19,B
41467391,11220,5/9/2022,5,A
50090226,11221,1/10/2022,13,A
50079946,11375,1/10/2019,10,A
41042104,11429,2/11/2022,13,A
41350902,11356,3/16/2022,26,B
41090082,11209,7/22/2021,16,B
50063307,11385,10/24/2022,7,A
50082412,11225,8/12/2019,10,A
50094588,10019,7/10/2019,13,A
50006796,11220,7/20/2022,36,C
41665031,11103,12/6/2019,13,A
50085042,11211,2/9/2019,11,A
40368374,10036,2/8/2022,31,C
41335681,11220,10/12/2022,48,C
41720461,11418,7/1/2019,22,B
50042223,11374,8/31/2021,21,B
40892887,10461,10/31/2019,26,B
40393118,10025,5/29/2019,0,A
50072991,11418,7/14/2022,27,B
50051451,10314,2/12/2020,12,A
50113187,11215,4/28/2022,13,A
50040446,10451,6/6/2022,20,B
50119653,11216,9/19/2022,10,A
50081233,10010,3/15/2019,7,A
41711578,11214,8/26/2021,31,C
50084379,11428,2/7/2019,34,C
50052444,11223,9/3/2019,8,A
50099300,10019,7/7/2022,9,A
50005405,10019,8/2/2017,2,A
50047616,10033,4/4/2018,22,B
50116330,11226,6/6/2022,17,B
50071494,11238,11/12/2019,10,A
50090528,10016,8/24/2021,9,A
41608854,11358,11/9/2019,40,C
41194868,11369,10/19/2022,12,A
40395906,11379,5/28/2019,30,C
50001394,11385,5/14/2019,7,A
50071517,11236,7/25/2022,24,B
50097947,10001,11/19/2019,13,A
41586172,10314,4/17/2019,17,B
50043950,10454,5/2/2019,22,B
50061193,11430,5/16/2019,7,A
41232290,11207,10/25/2022,5,A
50092693,10461,8/25/2022,58,C
50118644,10001,2/16/2022,28,C
50048262,10452,3/14/2019,9,A
41111038,11220,12/16/2019,7,A
50115917,11104,1/13/2022,2,A
50033212,10013,4/18/2022,33,C
41200687,10306,8/30/2021,16,B
50062635,11232,6/9/2022,27,B
40860723,11215,3/9/2020,13,A
50121473,10019,8/10/2022,52,C
50110003,10014,10/19/2021,43,C
50072874,10462,11/21/2019,9,A
50101449,11231,1/6/2020,64,C
41314372,10012,10/26/2018,12,A
50043705,11237,7/27/2021,14,B
41502643,11378,1/27/2020,13,A
40536227,10314,2/4/2020,13,A
50017701,10001,5/30/2019,30,C
50094426,11418,5/11/2022,13,A
41699397,10022,4/26/2022,31,C
50101959,11230,7/22/2021,11,A
41216183,10004,8/1/2019,11,A
50101357,10012,5/12/2022,12,A
40998001,11217,6/24/2016,11,A
50068576,11101,10/25/2019,13,A
50053544,10456,5/26/2022,0,A
41459972,11361,9/9/2021,17,B
40381210,10025,2/8/2022,38,C
50074557,11356,3/4/2020,73,C
50061072,11417,4/8/2019,22,B
40576554,10011,12/2/2019,15,B
50017218,11235,6/22/2022,40,C
50045888,10004,1/6/2020,41,C
41681666,10301,10/31/2019,12,A
50089529,10457,8/15/2019,29,C
50000938,11377,3/11/2019,8,A
50074960,10007,1/3/2020,24,B
50047472,10031,8/11/2021,14,B
41380243,11358,8/23/2022,9,A
40932233,10024,5/22/2019,12,A
41156729,10065,1/31/2020,9,A
41353639,10028,3/15/2022,5,A
41512878,11231,9/30/2016,14,B
50115306,10306,5/17/2022,47,C
40782092,10007,2/25/2022,8,A
50005087,11101,1/19/2022,26,B
50034302,10018,8/23/2021,26,B
50012857,10034,5/26/2022,10,A
40399834,10016,12/12/2017,26,B
41125878,10003,8/23/2019,10,A
50093907,11368,7/28/2022,12,A
50099765,10031,7/20/2022,28,C
41575509,11101,10/23/2018,19,B
41104783,10028,5/2/2022,35,C
50037560,11217,11/13/2019,13,A
41417857,10314,2/22/2022,11,A
50076090,11229,8/27/2021,13,A
50087039,10019,4/13/2022,47,C
50105680,10019,12/21/2021,12,A
50035397,11230,1/22/2020,9,A
40366002,11432,11/5/2021,21,B
50063550,10017,11/6/2019,26,B
50059594,10012,2/7/2018,30,C
41715694,10012,10/4/2019,12,A
50098546,11220,8/30/2022,72,C
41271537,10457,4/21/2022,12,A
41224360,11217,12/6/2021,13,A
50000851,11418,3/17/2022,12,A
50072266,11385,1/8/2020,18,B
50068378,11354,11/18/2019,4,A
50110606,11423,8/29/2022,13,A
50040434,11220,6/13/2019,12,A
40399986,11215,7/15/2022,11,A
50066944,10455,7/18/2022,82,C
41629686,11430,11/14/2019,23,B
41068607,10001,11/7/2019,48,C
50057901,10065,2/24/2020,9,A
41686215,11373,3/3/2020,21,B
50105704,11375,12/7/2021,11,A
50000467,10006,5/31/2022,9,A
50124535,11414,10/14/2022,38,C
50120146,11236,3/31/2022,2,A
50069329,11694,9/1/2022,25,B
50086078,11355,4/22/2019,8,A
50064486,10021,1/26/2022,13,A
50085352,10034,12/11/2018,24,B
50040802,10025,6/16/2022,4,A
41695531,10018,11/26/2019,10,A
40678235,11361,8/26/2021,14,B
50054328,10036,6/16/2022,11,A
41286440,11249,10/28/2019,12,A
50079401,11230,8/18/2021,26,B
50104163,10451,12/2/2021,49,C
50127358,11372,9/22/2022,23,B
50015564,10006,4/19/2022,12,A
41014384,10019,6/17/2019,17,B
41617354,10473,1/3/2020,20,B
40801855,10019,2/10/2022,29,C
40551765,11375,8/8/2019,16,B
50091096,10007,3/7/2022,0,A
50046909,11373,2/10/2018,22,B
40792697,10012,7/20/2021,5,A
41198297,10019,4/7/2022,2,A
50017190,11217,7/29/2019,10,A
41645644,10019,12/13/2019,10,A
50086181,10010,9/7/2021,24,B
50064199,11373,9/8/2021,33,C
40388016,10462,8/10/2021,5,A
41688186,11217,5/11/2018,4,A
50070862,10457,2/15/2020,21,B
50095204,11206,2/25/2022,25,B
41541674,11207,3/11/2022,10,A
41174286,11415,3/28/2022,19,B
50085255,10013,7/29/2019,9,A
40887208,11231,10/23/2019,31,C
50044054,11206,2/22/2019,12,A
41585586,10027,2/7/2019,7,A
40398688,11234,5/22/2017,40,C
50045812,10035,7/5/2022,39,C
41690872,11212,12/26/2019,20,B
50088983,11103,7/12/2019,9,A
50079485,10457,2/23/2022,26,B
50033833,11205,2/13/2020,13,A
40909425,11372,9/21/2022,23,B
40859175,10312,2/4/2017,10,A
40582103,10026,10/3/2022,7,A
41178622,11216,8/15/2019,12,A
41397502,11215,5/6/2022,9,A
41617392,10467,2/19/2019,13,A
41601611,10014,10/27/2018,13,A
50055011,10012,9/6/2017,19,B
40511696,11417,2/8/2022,19,B
50075900,11216,12/20/2019,17,B
50050205,11355,1/23/2020,30,C
40380517,10024,10/16/2019,11,A
50089457,11223,7/26/2022,22,B
41017916,11369,2/2/2022,12,A
40856342,11236,6/11/2019,17,B
50091034,11224,4/21/2022,19,B
50103727,11429,3/11/2020,40,C
50126733,11432,9/29/2022,51,C
40378822,10310,9/17/2019,8,A
50056552,10009,9/1/2022,20,B
50101153,11219,10/13/2021,42,C
50073215,10029,6/16/2022,48,C
50003253,10022,1/21/2022,12,A
50005327,11218,4/4/2018,2,A
41448381,10453,12/26/2019,17,B
41387224,10001,9/14/2021,67,C
40576554,10011,3/10/2022,0,A
41005946,10306,10/3/2022,9,A
50046685,11212,12/20/2021,37,C
50016888,11211,3/25/2022,4,A
41525152,11432,11/23/2021,5,A
50101000,10027,5/3/2022,21,B
50059086,10018,3/1/2017,11,A
41424918,11220,12/9/2019,7,A
50085398,10471,9/5/2019,23,B
50045659,11373,10/22/2019,16,B
41228172,10019,11/22/2019,24,B
50107461,10038,6/7/2022,108,C
50102138,11354,10/6/2021,49,C
40937824,10017,10/3/2019,12,A
50034570,11357,12/6/2019,5,A
50034203,11214,11/20/2019,5,A
41441462,11429,12/2/2021,18,B
50102866,10452,7/1/2022,30,C
50079528,11377,9/5/2019,12,A
50040962,10009,3/29/2018,5,A
50100675,10034,1/3/2020,13,A
41363896,10467,3/17/2022,78,C
50096541,11203,9/7/2022,49,C
50001401,11211,10/23/2019,20,B
50065112,11201,5/23/2019,13,A
40396231,10017,3/10/2022,0,A
41349736,10012,2/11/2020,18,B
50075166,11354,1/26/2019,7,A
41097313,11385,5/23/2019,26,B
50093397,10314,8/28/2019,13,A
41639964,10010,9/9/2022,13,A
50117278,10011,3/23/2022,33,C
41236763,10020,2/14/2022,29,C
50117983,10007,4/27/2022,7,A
41347636,11201,8/19/2022,46,C
50064578,10019,1/31/2022,23,B
41629167,10002,2/10/2020,32,C
50055236,11354,10/23/2018,22,B
41042416,10022,2/10/2022,7,A
50002818,11216,4/4/2019,13,A
41585806,11201,11/7/2019,35,C
50040417,10314,6/14/2022,12,A
50077270,11354,2/14/2020,13,A
50103001,10470,8/16/2021,20,B
50108297,11413,12/8/2021,11,A
41218096,10003,5/18/2022,22,B
50046491,11414,3/23/2022,33,C
40392063,10001,1/3/2022,11,A
41491144,10014,5/5/2017,11,A
50080882,10022,8/24/2022,2,A
50114370,11213,11/22/2021,19,B
50002780,10002,1/8/2018,12,A
50122064,10040,9/14/2022,48,C
40569008,10016,12/2/2019,11,A
41391952,11361,11/26/2019,12,A
50070536,10014,9/25/2019,27,B
41665068,10025,4/26/2022,12,A
50046906,11232,1/9/2020,11,A
50047752,11214,4/4/2022,16,B
50072108,10036,10/18/2019,11,A
50062555,10310,9/23/2022,13,A
41710099,11228,4/5/2022,11,A
50002612,11249,3/7/2022,13,A
41476400,10033,1/26/2022,24,B
50043940,10012,12/10/2019,25,B
41465611,11216,12/6/2019,13,A
50102365,11354,10/28/2021,80,C
41699229,10003,1/26/2022,9,A
50094412,11220,9/8/2022,27,B
50118654,10018,5/2/2022,12,A
50002641,10458,7/31/2019,38,C
50109810,10468,8/13/2021,9,A
50090741,10003,8/13/2019,20,B
50120457,11215,7/12/2022,77,C
50095105,11214,5/10/2022,7,A
50081515,11354,5/24/2022,24,B
50018582,11220,6/21/2022,12,A
41373803,10314,6/23/2022,0,A
50073055,11237,2/14/2018,54,C
40999185,10014,11/19/2019,40,C
50081725,10029,7/21/2022,108,C
41408361,11368,2/24/2022,34,C
50074796,10452,3/13/2020,13,A
40951329,10013,4/17/2019,13,A
41255390,10452,7/31/2019,7,A
50110097,11215,8/31/2022,19,B
50106776,10461,11/9/2021,22,B
41149653,10036,2/27/2018,10,A
50019068,10012,8/1/2019,19,B
50045928,10010,3/29/2018,27,B
50017250,11231,3/25/2022,10,A
40400039,10012,2/15/2022,13,A
50045463,10002,7/27/2022,91,C
50106420,10466,7/5/2022,49,C
50098841,11419,11/18/2019,12,A
50094770,10467,1/6/2020,14,B
50069801,10029,10/19/2017,33,C
41413320,10306,11/20/2019,7,A
50010894,10022,2/7/2020,13,A
50092290,11361,7/14/2022,12,A
50077077,10018,11/6/2019,37,C
50108526,11377,10/17/2022,10,A
50015186,10021,2/21/2020,13,A
40582271,11372,2/28/2022,53,C
50096389,10459,1/9/2020,12,A
50046198,10016,6/21/2022,56,C
40944872,10010,3/16/2022,21,B
40710411,11377,4/28/2022,16,B
41167764,11211,8/1/2022,13,A
50001315,10022,9/13/2019,12,A
50005056,11226,12/29/2017,13,A
41174287,11365,1/21/2020,11,A
41246322,11378,5/28/2019,19,B
50033235,11212,1/2/2020,23,B
50018140,10012,4/3/2019,5,A
40388218,10013,10/3/2019,25,B
41454419,11354,3/23/2022,33,C
50005981,11373,3/22/2022,22,B
41585586,10027,8/30/2021,40,C
50080649,11206,6/5/2019,23,B
50066065,10022,7/26/2022,12,A
40402428,10005,4/30/2018,12,A
50093376,10040,6/3/2022,4,A
50101081,11230,1/29/2020,23,B
50110856,10001,6/15/2022,70,C
50039368,10009,3/13/2020,12,A
50073387,10029,9/5/2019,21,B
41337465,10012,9/14/2022,87,C
50070540,10016,6/9/2022,0,A
50120970,10014,5/18/2022,11,A
50000741,10467,7/14/2022,18,B
50002138,10019,8/23/2018,11,A
50073616,11103,6/29/2019,14,B
41296533,11226,11/29/2021,28,C
50095222,10012,9/25/2019,16,B
50128171,11368,9/30/2022,29,C
50116930,11206,12/2/2021,10,A
41396867,10451,8/16/2018,2,A
50074239,10003,2/10/2022,38,C
50060315,11211,2/26/2020,41,C
50102277,10002,10/13/2022,12,A
50083522,11237,10/31/2019,17,B
41588095,10022,9/16/2019,29,C
50087162,10458,3/12/2020,20,B
50083895,11212,1/28/2020,35,C
41630209,10012,1/7/2020,12,A
50106427,11354,8/20/2021,11,A
50056830,10010,3/3/2020,64,C
50044726,10034,8/10/2021,11,A
50078651,10456,3/16/2020,13,A
41481717,11213,8/4/2021,22,B
50052444,11223,5/10/2022,25,B
41571021,10028,6/8/2019,52,C
50000393,11430,6/2/2022,7,A
50005180,11220,1/16/2020,23,B
41539001,11234,8/13/2019,13,A
50005249,11225,9/13/2019,16,B
50070443,10466,2/12/2020,26,B
50094093,11211,3/3/2020,12,A
41382830,10017,1/27/2022,9,A
50000950,11361,1/30/2020,17,B
50084922,11222,5/10/2022,4,A
41625562,10301,10/6/2022,59,C
50000342,11103,3/21/2019,10,A
50101723,11205,1/13/2022,33,C
50082813,10128,2/12/2020,18,B
50053689,11226,11/18/2021,5,A
41049808,10301,11/5/2021,13,A
41437928,11106,12/7/2021,8,A
50051468,10019,12/11/2019,22,B
50047067,11249,4/30/2019,38,C
50099760,10002,11/7/2019,34,C
50066692,10013,10/18/2022,29,C
41658324,11418,12/3/2019,90,C
50041401,11239,2/23/2022,12,A
50034203,11214,2/14/2022,10,A
40564625,10018,4/11/2019,23,B
50010032,10036,1/9/2020,26,B
50066881,10017,8/16/2019,21,B
40389356,10025,1/31/2022,14,B
50057717,11361,1/15/2020,10,A
40482599,10036,10/25/2018,12,A
50039189,10461,2/12/2020,11,A
50094723,11385,1/25/2020,38,C
40865946,10036,8/11/2016,17,B
50125731,11377,8/8/2022,28,C
50084752,11366,12/20/2018,11,A
50004065,11232,7/30/2019,27,B
40597923,11235,1/28/2019,55,C
50036454,10463,5/28/2019,19,B
41218916,10019,3/29/2022,26,B
41385639,10475,3/23/2022,18,B
50079892,11220,5/18/2022,7,A
50002070,11211,11/21/2019,13,A
50080253,10013,9/13/2022,34,C
50101510,11204,2/11/2020,75,C
50071047,10028,6/3/2019,12,A
50007942,11105,12/9/2019,10,A
41455068,10001,10/31/2019,26,B
50093652,11385,6/25/2019,35,C
50069884,11369,5/20/2022,13,A
40571081,10462,5/2/2022,0,A
50097174,10029,2/9/2022,13,A
50075410,11377,10/19/2019,10,A
50065453,11230,6/13/2022,40,C
41705748,10308,7/26/2021,2,A
40844021,11419,1/14/2020,18,B
50032988,10014,5/11/2022,20,B
41585575,11205,1/26/2019,20,B
50090163,11224,7/13/2019,32,C
50061322,10010,2/25/2020,31,C
50115841,10003,5/24/2022,78,C
40520857,10028,5/2/2022,13,A
50084884,10304,2/24/2022,11,A
40928949,11432,3/13/2019,18,B
50077905,11213,1/8/2019,12,A
50058321,10451,8/2/2021,9,A
50100839,10019,2/10/2020,2,A
50067913,10025,4/4/2022,12,A
41403373,10463,8/6/2019,25,B
50088062,11419,4/2/2019,8,A
50032677,11219,10/22/2019,27,B
50112383,10038,7/26/2022,0,A
50070493,11220,11/21/2019,56,C
40876361,11226,1/13/2020,8,A
50095006,10029,9/20/2022,34,C
40814142,10013,7/23/2021,8,A
41555612,11225,12/11/2019,10,A
41362111,10003,9/29/2022,32,C
50017404,10467,6/5/2018,12,A
50108379,11224,11/9/2021,34,C
50100704,10038,1/25/2022,9,A
50087900,11237,5/16/2022,32,C
40364581,11201,2/13/2020,7,A
50016261,10302,3/18/2022,22,B
41642251,10452,2/25/2020,18,B
40395774,11201,8/3/2021,5,A
50099887,11249,2/4/2020,11,A
50093846,11221,6/24/2019,0,A
50115257,11223,1/10/2022,29,C
50082682,10451,6/22/2022,0,A
50056599,10028,6/6/2019,12,A
41677480,10019,9/14/2022,9,A
50105970,10454,12/13/2021,23,B
41474882,11238,12/11/2018,12,A
41143605,10004,1/28/2020,10,A
50060268,10036,5/3/2019,5,A
50089952,11361,3/25/2019,26,B
41698151,11420,11/19/2021,12,A
50001454,11367,9/10/2019,5,A
41677849,10022,2/19/2020,9,A
50113707,10013,7/1/2022,69,C
50072182,10013,10/22/2018,10,A
50045458,11203,9/8/2022,7,A
41406895,10013,6/28/2019,32,C
41076171,11377,8/16/2019,7,A
50040533,10011,7/21/2022,11,A
50053610,10461,8/5/2021,12,A
50045201,11434,12/6/2019,23,B
50107614,11226,5/2/2022,24,B
50057896,10453,1/14/2020,7,A
50013897,11222,7/22/2016,0,A
41468815,10027,4/14/2022,5,A
50073424,11211,3/5/2020,19,B
41250529,11106,7/19/2018,11,A
41350160,10473,11/27/2019,8,A
40711301,11105,11/21/2019,19,B
50040419,11354,2/18/2017,9,A
50063504,11105,8/1/2022,30,C
50103931,11225,10/28/2021,67,C
50114370,11213,11/30/2021,8,A
50107423,10455,1/6/2022,10,A
50101891,10475,2/6/2020,10,A
50056921,11225,7/30/2019,65,C
50040389,11104,8/14/2019,13,A
50016107,11220,3/9/2020,13,A
40812870,11105,1/21/2022,12,A
41701881,11235,5/12/2022,22,B
40602872,10314,8/22/2019,35,C
50093639,11421,3/30/2022,5,A
40625667,11218,11/6/2019,29,C
40609678,10306,7/25/2022,12,A
40646372,10003,4/19/2022,29,C
50117114,10023,8/4/2022,49,C
50014973,11214,4/19/2022,11,A
40367179,10001,5/9/2019,5,A
41287495,11226,2/8/2020,11,A
50085999,10002,7/9/2019,12,A
50001785,11103,10/11/2022,20,B
50079684,11101,2/22/2019,6,A
50091820,10002,5/6/2019,30,C
40723447,11417,12/16/2019,67,C
50052491,11220,3/2/2019,14,B
50065582,11210,7/25/2022,38,C
50060766,10022,2/3/2022,34,C
50044860,10121,6/19/2019,0,A
50034105,11418,12/26/2019,25,B
50055231,10034,9/30/2019,22,B
50058248,11217,7/23/2019,0,A
50105163,10018,11/8/2021,13,A
50061303,10017,1/27/2020,13,A
50000202,11205,1/19/2022,25,B
50081307,11220,8/24/2022,20,B
50105309,11207,11/15/2021,12,A
41176172,10025,9/3/2019,12,A
50087821,11435,1/7/2020,12,A
50076680,11103,4/12/2022,21,B
41391456,10128,2/12/2020,10,A
41208965,11223,10/24/2022,22,B
40625198,11430,4/19/2017,3,A
50071144,10036,9/5/2018,10,A
50019021,10003,2/28/2020,30,C
50070677,11217,5/5/2022,27,B
50037830,11232,9/26/2019,9,A
41142210,10003,10/21/2019,34,C
41502571,11372,4/18/2022,64,C
41223838,11361,7/15/2019,12,A
50033435,10014,8/18/2022,39,C
41638086,10468,10/15/2019,61,C
50040175,10001,9/1/2021,8,A
50082933,11207,8/4/2021,16,B
50062821,11432,10/23/2019,13,A
50067554,10314,8/17/2022,13,A
40785565,10001,3/10/2020,0,A
50068868,10021,1/13/2020,13,A
40718547,11355,3/9/2019,24,B
50116338,11216,5/18/2022,40,C
50085670,11367,2/6/2019,7,A
41542461,11220,10/31/2019,35,C
50076774,11222,5/11/2022,35,C
50125557,11418,10/12/2022,13,A
40554183,10014,7/27/2021,10,A
50108227,11222,12/21/2021,13,A
50011127,10012,11/19/2019,19,B
50106123,10013,11/30/2021,9,A
50070177,10033,5/19/2022,0,A
50003774,11210,3/30/2019,23,B
50053112,11211,1/25/2020,11,A
50084430,10010,12/3/2019,15,B
50004057,11101,1/30/2019,13,A
41570461,11249,7/13/2018,12,A
50108363,11206,10/12/2021,30,C
41445662,11372,8/10/2022,12,A
40375286,11414,9/12/2019,9,A
50119193,10001,8/24/2022,12,A
50108310,11411,11/17/2021,48,C
50108317,10003,7/22/2022,31,C
41666477,11102,4/1/2019,17,B
50079705,10023,8/4/2021,19,B
41698238,10475,2/20/2020,9,A
50102998,10017,12/22/2021,13,A
40390409,10027,1/2/2019,20,B
50067499,11385,6/16/2022,2,A
41472986,10019,10/10/2019,17,B
50059891,11378,5/17/2022,21,B
50087995,10029,9/5/2019,9,A
40384528,10003,3/29/2019,8,A
50044855,10075,8/12/2019,12,A
50078166,11434,9/30/2019,35,C
50050729,11237,10/28/2017,5,A
40547933,11414,10/20/2017,20,B
50074743,10462,2/3/2022,13,A
41247222,10032,5/26/2017,7,A
41688135,11217,6/4/2019,2,A
50099402,11234,12/23/2019,13,A
50106274,11205,10/18/2022,41,C
41421941,11414,5/29/2019,7,A
41698151,11420,6/26/2019,13,A
41396662,10451,8/14/2019,10,A
50043848,10461,12/24/2019,16,B
50100871,11373,5/11/2022,12,A
41404053,10036,6/26/2019,13,A
41105572,11372,8/10/2022,12,A
50016740,10039,8/20/2021,12,A
41688109,11217,6/4/2019,11,A
50095346,11232,12/19/2019,31,C
50034278,10128,9/19/2018,19,B
50060368,11226,9/1/2022,12,A
41414572,10033,12/3/2019,23,B
50045493,10023,9/26/2017,9,A
41223011,10021,3/22/2018,23,B
50033071,10036,2/14/2020,28,C
50114094,10033,3/9/2022,0,A
50086095,11215,4/30/2019,9,A
41154571,11101,7/19/2019,7,A
50123068,11385,6/3/2022,13,A
50059304,11103,1/8/2020,23,B
40389356,10025,7/28/2021,28,C
41095221,11362,2/11/2020,12,A
50104042,10028,8/17/2022,13,A
41660639,10012,12/6/2019,12,A
41379215,11374,3/29/2022,10,A
50067236,10019,3/27/2019,6,A
50124674,11230,8/15/2022,11,A
50105072,11218,10/7/2022,36,C
41100434,11372,12/4/2019,53,C
50073409,11203,7/5/2019,7,A
50057824,10002,3/27/2017,20,B
41347991,10026,1/18/2022,10,A
50071506,10014,4/17/2018,30,C
50113992,11226,5/11/2022,17,B
50086321,11220,7/30/2019,10,A
50106433,11237,8/9/2021,30,C
40515597,10003,5/22/2019,29,C
50072975,10038,2/28/2020,17,B
50038123,10463,4/29/2019,17,B
50053689,11226,7/3/2019,4,A
41244429,11385,2/15/2022,12,A
50107450,10112,4/27/2022,12,A
50086002,10013,9/26/2019,25,B
50068499,10314,10/11/2019,7,A
50018081,10027,3/2/2022,25,B
40364572,10065,2/8/2022,26,B
50061071,10019,1/17/2020,34,C
50057674,11101,8/31/2022,27,B
50077893,11208,10/18/2018,7,A
50072809,10019,7/30/2018,57,C
50098297,10459,5/31/2022,11,A
50087200,11354,8/5/2019,10,A
41624996,11236,5/18/2018,12,A
50043852,10003,3/26/2019,10,A
41386380,11231,9/7/2017,19,B
41353915,11435,3/20/2019,73,C
50099714,10455,11/12/2019,16,B
50112547,11224,6/9/2022,13,A
50109598,11209,8/10/2021,37,C
50008956,11430,5/25/2017,9,A
50043851,11368,1/27/2018,8,A
50054721,11234,1/8/2020,33,C
41649070,11207,3/16/2020,13,A
41553360,10029,9/16/2019,5,A
50070527,10014,8/31/2022,25,B
50091034,11224,6/13/2019,59,C
50094227,11212,3/11/2020,38,C
50050042,11229,10/14/2022,18,B
50059822,10016,2/21/2017,7,A
40372422,11374,2/7/2020,4,A
50036029,11385,9/19/2019,13,A
50085326,10003,7/29/2019,0,A
50060759,10017,1/9/2019,8,A
50101627,10452,7/5/2022,0,A
50059183,10459,9/1/2022,34,C
41548686,10019,2/9/2022,43,C
50107202,11372,1/3/2022,32,C
50088490,10454,11/6/2019,26,B
50016877,11373,4/3/2019,13,A
50033484,11372,5/4/2017,27,B
50105245,11101,8/3/2021,13,A
41461600,11360,2/25/2020,9,A
41189848,10029,8/9/2021,24,B
41144043,10031,8/29/2019,10,A
50060165,10013,2/28/2020,9,A
41679611,11104,10/18/2018,31,C
40398045,10010,4/18/2022,0,A
50122123,10458,10/20/2022,25,B
40365226,11226,6/24/2022,11,A
50018268,10303,11/18/2019,14,B
50000935,11207,3/7/2022,12,A
50088657,11232,4/2/2019,12,A
41567437,11221,7/23/2021,27,B
41691362,11201,2/8/2016,4,A
40918543,10018,7/29/2021,5,A
41629572,10001,5/9/2019,7,A
50002470,10014,11/27/2018,32,C
41509559,11373,10/2/2019,11,A
50070551,10001,4/13/2022,12,A
41231473,11203,11/4/2016,2,A
40375108,11249,9/25/2019,2,A
50058432,11358,9/24/2019,5,A
41678381,10065,11/20/2019,12,A
50080626,11237,9/27/2022,54,C
50041457,11216,12/28/2019,12,A
40369213,11354,11/9/2018,38,C
50018136,10040,4/5/2022,22,B
50072826,11103,11/26/2019,0,A
50101558,11435,10/12/2021,40,C
50047752,11214,5/16/2022,0,A
50055159,11235,10/13/2022,31,C
41330275,11373,1/28/2020,20,B
50090335,11214,1/31/2020,21,B
50095489,10016,6/13/2022,23,B
50112438,11373,4/25/2022,10,A
50064709,11215,5/22/2019,11,A
50092079,10029,2/22/2020,11,A
50042768,11416,1/26/2022,33,C
50032889,10458,5/7/2019,11,A
40377789,10023,3/12/2019,21,B
40736005,11211,9/18/2019,13,A
50041641,10025,6/19/2019,12,A
41391596,11377,8/6/2019,10,A
50063685,10014,10/1/2019,44,C
50110951,11201,8/12/2021,15,B
41251040,10003,11/6/2019,9,A
50008598,10028,9/26/2019,48,C
50082146,10001,12/26/2019,11,A
40961620,11354,9/6/2019,21,B
41007533,10003,8/31/2017,13,A
50073669,10456,8/24/2022,12,A
50080543,11368,5/16/2022,22,B
41258883,11430,6/1/2022,4,A
40532870,10011,3/3/2020,11,A
50071988,11234,10/7/2019,65,C
41056088,10009,5/29/2019,19,B
41443726,10011,9/28/2022,22,B
50042083,11226,8/23/2021,7,A
41429354,10451,12/16/2019,9,A
50004839,11211,6/8/2022,4,A
40993786,10308,3/19/2019,4,A
50005405,10019,1/29/2020,34,C
41392510,11691,10/8/2019,13,A
40577362,11226,3/26/2019,33,C
41011463,11373,7/24/2021,18,B
41625013,10457,1/13/2018,12,A
50083586,11236,7/1/2019,28,C
41407455,10003,3/28/2022,22,B
50032887,10036,7/30/2021,12,A
50108991,10022,12/15/2021,12,A
50009225,11238,7/25/2019,21,B
41463800,11238,3/24/2017,22,B
50100916,11217,12/2/2019,16,B
50057296,11356,12/19/2019,5,A
50051903,11422,3/14/2019,21,B
41717640,11213,10/4/2019,13,A
50089337,10128,4/5/2022,31,C
40399817,10010,3/7/2022,26,B
40721728,11220,7/12/2022,23,B
41426199,10462,8/26/2022,12,A
41639194,10026,9/11/2019,73,C
50102172,10014,1/16/2020,12,A
50107105,11204,7/30/2021,45,C
41620301,10454,7/30/2019,53,C
