CAMIS,Image
41421560,Rats
50067107,Contamination
50092359,Contamination
40391143,Contamination
50099006,Temperature
41153089,Contamination
50106761,Contamination
50083378,Rats
50010629,Contamination
50062945,Temperature
50091469,Sanitation
50106610,Rats
50049533,Temperature
40544529,Contamination
50118421,Contamination
50048693,Contamination
50104893,Contamination
40385955,Contamination
50106655,Contamination
50112015,Contamination
41598063,Sanitation
50089260,Contamination
41421941,Contamination
50004183,Contamination
50105869,Rats
41160375,Rats
50101632,Contamination
50033468,Rats
50114687,Contamination
50003103,Contamination
50003506,Rats
41134842,Rats
50109551,Contamination
41600457,Sanitation
50054979,Contamination
41649416,Sanitation
40545741,Temperature
41340437,Contamination
50099039,Contamination
50000252,Contamination
50080731,Contamination
50108438,Contamination
50058252,Contamination
40510389,Contamination
50084009,Contamination
40745618,Temperature
50119193,Rats
41671751,Sanitation
50114639,Sanitation
41617076,Rats
40936721,Contamination
50086164,Rats
50109927,Contamination
50078731,Contamination
41611969,Contamination
41604933,Contamination
50071019,Contamination
50072616,Contamination
50073861,Contamination
50078751,Sanitation
50068576,Contamination
50096160,Contamination
50002478,Contamination
40399911,Rats
50033595,Contamination
50079614,Contamination
41231878,Contamination
50039150,Sanitation
40860410,Temperature
40425000,Rats
40663973,Contamination
40387143,Contamination
41615281,Contamination
50090753,Contamination
50064506,Contamination
50002455,Contamination
41098999,Contamination
50040810,Contamination
50111555,Contamination
50105819,Contamination
50086305,Rats
41608854,Contamination
50110113,Contamination
50087298,Quality
50092906,Contamination
50108351,Contamination
40717234,Rats
50056923,Contamination
50018356,Flies
50079946,Contamination
41444866,Contamination
50012178,Contamination
50057837,Contamination
40373794,Contamination
41481717,Rats
50095813,Contamination
50096572,Rats
41698592,Temperature
40876297,Rats
41380595,Contamination
50001677,Contamination
50089084,Temperature
50046674,Rats
40396532,Roach
50041590,Contamination
41505432,Rats
50057644,Temperature
50098072,Contamination
50094792,Contamination
41326189,Roach
50087123,Contamination
40554369,Contamination
50078920,Contamination
50087573,Rats
50014908,Rats
40386999,Contamination
50001978,Others
50057047,Sanitation
40821141,Contamination
50098546,Roach
50102435,Quality
50093886,Temperature
50089307,Sanitation
50089369,Temperature
50105282,Flies
50112529,Contamination
41677155,Temperature
50014481,Contamination
50121449,Contamination
50069662,Flies
50127155,Temperature
50088108,Contamination
50108912,Flies
50093018,Contamination
40685858,Contamination
50080071,Contamination
50092510,Flies
40996642,Sanitation
50055391,Flies
50114955,Contamination
40547548,Rats
50006377,Contamination
40377124,Rats
40378190,Quality
50046487,Quality
41647764,Sanitation
41336495,Roach
50090977,Contamination
50103352,Sanitation
50093419,Sanitation
41119269,Quality
41100350,Contamination
41428706,Contamination
50085500,Rats
40694187,Contamination
50098490,Temperature
41662341,Sanitation
41108012,Contamination
50116750,Contamination
50067314,Flies
50044955,Sanitation
50085349,Flies
40942949,Rats
40740446,Contamination
40988528,Temperature
50043252,Contamination
50009907,Rats
50070809,Quality
50073653,Temperature
50071275,Sanitation
41086843,Contamination
50102688,Contamination
50118816,Contamination
50041875,Contamination
50065667,Rats
50067635,Rats
50036597,Contamination
50080081,Temperature
50102368,Flies
50091161,Sanitation
50015360,Contamination
50044131,Rats
50105348,Contamination
50050701,Contamination
50037509,Contamination
41151982,Contamination
50113991,Rats
50093945,Sanitation
50094412,Quality
41601678,Contamination
50092256,Sanitation
50073180,Sanitation
40547085,Contamination
50018697,Contamination
41263597,Contamination
50105317,Contamination
41231076,Rats
50108611,Contamination
50105280,Contamination
40750062,Temperature
50119681,Rats
41594948,Contamination
50047966,Contamination
41561516,Flies
50032677,Temperature
50053059,Temperature
50058992,Sanitation
50106938,Contamination
50072348,Contamination
50045109,Flies
50075590,Rats
50000689,Contamination
50120097,Contamination
41701492,Contamination
50108617,Flies
50102537,Contamination
50013874,Temperature
41324657,Quality
50111147,Temperature
50056552,Contamination
41713624,Flies
50093954,Flies
50045841,Contamination
50038383,Rats
41716268,Contamination
50104361,Contamination
50087225,Sanitation
41564000,Contamination
50076883,Contamination
50045209,Contamination
50106762,Temperature
50001956,Contamination
50079841,Others
50088108,Contamination
50103825,Temperature
50017228,Contamination
50107692,Contamination
50078193,Quality
50106992,Temperature
50050390,Contamination
50079668,Rats
50119808,Contamination
40591271,Contamination
50047119,Temperature
50004322,Contamination
50038033,Temperature
50101494,Rats
41451984,Rats
50004276,Contamination
41078099,Roach
50106059,Temperature
41713457,Temperature
50043733,Temperature
50064285,Rats
50064379,Contamination
40367005,Contamination
50035662,Flies
50066093,Contamination
40423976,Flies
40814843,Contamination
40857406,Rats
50081218,Contamination
50009233,Contamination
50037065,Contamination
41280375,Rats
50069376,Rats
50104366,Contamination
50088437,Temperature
41070120,Quality
40863335,Contamination
41117086,Contamination
40721417,Rats
41681367,Contamination
40395921,Temperature
41713405,Roach
41021287,Contamination
50087314,Temperature
50067686,Contamination
41080084,Contamination
41711365,Rats
41390998,Temperature
50019128,Contamination
50087216,Flies
50083788,Temperature
50120803,Contamination
40370766,Contamination
50066319,Rats
50110095,Rats
50062367,Temperature
40369521,Flies
41548686,Contamination
50001148,Flies
41286149,Contamination
50072346,Contamination
41717445,Contamination
50118265,Contamination
41513074,Flies
40666183,Contamination
41029356,Flies
50067950,Rats
50065223,Rats
50013238,Contamination
50054385,Rats
50106587,Temperature
50016967,Flies
50075248,Contamination
50052537,Rats
50060197,Contamination
50100245,Quality
40537494,Contamination
41020466,Temperature
50072252,Contamination
50037436,Rats
40391002,Roach
41486945,Temperature
50108129,Rats
50114184,Quality
50128677,Contamination
40567158,Contamination
50107210,Contamination
40384188,Contamination
50111234,Sanitation
41430526,Quality
50058412,Flies
50070586,Contamination
50089148,Contamination
50038449,Contamination
50105460,Contamination
40530159,Contamination
50038538,Contamination
50086524,Contamination
50051451,Contamination
40999727,Contamination
50127241,Temperature
50073478,Rats
50093824,Contamination
41297057,Contamination
50091299,Sanitation
50006474,Contamination
50108259,Contamination
50105156,Temperature
50040490,Contamination
41397316,Contamination
41387014,Rats
50060917,Contamination
50117286,Contamination
50100541,Rats
50015811,Contamination
41245538,Rats
50000891,Contamination
50089168,Contamination
50037477,Contamination
41164840,Temperature
50018573,Contamination
41598915,Contamination
41716870,Contamination
41578515,Rats
50069847,Contamination
50091679,Temperature
41265425,Contamination
40367534,Contamination
40874108,Contamination
50094169,Contamination
50011551,Rats
41377172,Contamination
50018536,Others
50041617,Contamination
40377630,Sanitation
50037997,Contamination
50002053,Contamination
50017709,Flies
50090290,Sanitation
50083953,Sanitation
50076178,Temperature
41644360,Rats
41701697,Flies
50012798,Rats
50013521,Contamination
41330566,Contamination
50010285,Contamination
50058993,Rats
41477315,Temperature
50001750,Contamination
40995563,Rats
41119269,Rats
41248845,Contamination
50090591,Contamination
50087294,Contamination
50073971,Others
50129216,Temperature
50002693,Rats
41377172,Rats
50056960,Rats
50107949,Rats
50011113,Temperature
41007188,Contamination
40591271,Rats
50076477,Contamination
50064192,Contamination
40536227,Temperature
41624530,Contamination
50049996,Rats
50072943,Contamination
50035492,Temperature
50065644,Temperature
40394258,Contamination
40973710,Contamination
50042800,Temperature
41578971,Rats
40909425,Contamination
50101863,Contamination
41351226,Rats
50104163,Rats
50118994,Temperature
50085696,Quality
50046505,Rats
50088667,Roach
40878675,Temperature
50036670,Contamination
40367377,Temperature
41646655,Contamination
50050344,Contamination
50114235,Contamination
50042535,Rats
40999185,Contamination
50092373,Contamination
50088108,Sanitation
50088843,Contamination
40814843,Contamination
50053669,Temperature
50112687,Contamination
50088405,Contamination
50105830,Contamination
50070363,Rats
50072820,Temperature
50042385,Contamination
50102866,Contamination
40933602,Rats
41283835,Contamination
50105587,Contamination
41631965,Contamination
50001754,Contamination
50015128,Contamination
50041630,Temperature
50007853,Rats
50003416,Rats
41548686,Contamination
50002593,Contamination
50109230,Contamination
50008061,Temperature
50070257,Contamination
41271988,Flies
41263890,Contamination
50113104,Contamination
50107559,Rats
50004269,Flies
50079366,Contamination
50107651,Contamination
50078425,Contamination
50111588,Rats
40864145,Contamination
40545329,Flies
50058390,Rats
50056372,Contamination
41682122,Flies
41286260,Rats
50007431,Temperature
50065727,Contamination
41700297,Contamination
50011695,Contamination
41541736,Roach
50062955,Contamination
50086611,Others
50096047,Temperature
50055033,Sanitation
50100184,Contamination
50002549,Temperature
50113613,Rats
50107787,Contamination
50079277,Sanitation
41136985,Contamination
50000901,Sanitation
50087733,Rats
40567189,Rats
50062385,Flies
41256607,Rats
40391350,Contamination
50090914,Contamination
41448603,Contamination
41083927,Temperature
50043882,Contamination
50010496,Rats
50121410,Contamination
40398700,Contamination
50089917,Contamination
41406318,Sanitation
40400483,Flies
50079399,Contamination
41476127,Sanitation
50123284,Contamination
40425060,Contamination
41639556,Contamination
50108547,Temperature
50104801,Contamination
50011222,Rats
50071561,Contamination
50079488,Contamination
50087217,Flies
50057673,Contamination
50124599,Temperature
50086539,Quality
41376986,Temperature
50085349,Sanitation
50059855,Temperature
50057717,Rats
50074027,Contamination
50086007,Contamination
50088968,Rats
50044559,Contamination
50010032,Temperature
50041760,Rats
50046621,Contamination
50010285,Flies
50095051,Quality
50079475,Contamination
41718710,Roach
50099682,Contamination
50054721,Rats
50109577,Flies
50109834,Contamination
50058252,Contamination
50048923,Rats
41720461,Others
50114884,Sanitation
50083283,Contamination
41715661,Contamination
50094145,Temperature
40928775,Quality
50046895,Contamination
41663207,Contamination
50078656,Temperature
50079121,Rats
40388828,Contamination
50106561,Rats
41111038,Contamination
50090488,Flies
50012283,Rats
50046896,Contamination
50048303,Rats
50087668,Contamination
50106785,Rats
50056971,Contamination
50095943,Temperature
50014942,Contamination
50047854,Temperature
41580756,Temperature
50011308,Temperature
50054822,Contamination
50113379,Others
50066049,Contamination
50073062,Contamination
41299964,Contamination
50035941,Others
50086445,Contamination
50032946,Rats
41633327,Sanitation
50117519,Contamination
50089369,Contamination
50058805,Contamination
50066976,Contamination
50041619,Contamination
41623743,Temperature
41382830,Rats
50000973,Contamination
50084342,Contamination
50100074,Contamination
50057938,Contamination
50047414,Contamination
41595963,Contamination
41470527,Temperature
40653513,Contamination
41676908,Temperature
50066049,Contamination
50086090,Contamination
41303034,Contamination
50088958,Contamination
41382794,Temperature
40395723,Contamination
50096160,Contamination
50042275,Quality
50085148,Contamination
50099676,Contamination
50121474,Rats
50077411,Contamination
41582869,Contamination
41694248,Rats
40537494,Temperature
50103053,Temperature
50046383,Quality
41231076,Temperature
41231024,Contamination
41627819,Rats
40645418,Contamination
50052503,Sanitation
50054385,Contamination
41014435,Contamination
50071946,Contamination
50032715,Contamination
41439298,Sanitation
50080690,Rats
50082605,Contamination
50105704,Rats
40958354,Contamination
50067555,Contamination
50123503,Contamination
50086726,Rats
50044248,Contamination
50005800,Sanitation
41683490,Temperature
50094742,Contamination
50086938,Contamination
41616179,Temperature
41657335,Temperature
50098029,Contamination
50100801,Contamination
41624356,Contamination
50099768,Contamination
50076114,Flies
41067696,Contamination
50043677,Roach
50056178,Contamination
50088958,Contamination
50063627,Rats
40530630,Rats
40394037,Flies
50092852,Rats
41145521,Rats
40729819,Contamination
50006618,Rats
41252384,Temperature
50056993,Contamination
50076577,Temperature
50113054,Rats
50086706,Rats
41392510,Contamination
41433057,Temperature
50042465,Contamination
50072966,Roach
40877247,Contamination
41430102,Contamination
41548238,Flies
50089144,Contamination
50073916,Rats
40380457,Contamination
41468766,Sanitation
41401623,Contamination
50106395,Contamination
40669697,Contamination
50067841,Contamination
50114570,Temperature
50108689,Flies
50059197,Flies
50041720,Sanitation
50017311,Temperature
41695054,Contamination
50115902,Rats
50122360,Contamination
41363896,Rats
50100861,Temperature
50105536,Rats
41040365,Rats
41720680,Temperature
50046244,Rats
50059605,Contamination
50102927,Contamination
50124112,Temperature
40545786,Rats
50118522,Contamination
50048150,Sanitation
50072652,Contamination
40364389,Contamination
50005081,Quality
41693280,Temperature
50079182,Quality
50065564,Contamination
50085693,Contamination
40400453,Contamination
41042427,Contamination
50105288,Rats
50080478,Sanitation
41544565,Contamination
41641302,Rats
50060700,Rats
50091524,Contamination
50075726,Rats
50126502,Contamination
50058819,Sanitation
50042777,Sanitation
50080338,Contamination
50095155,Rats
50049996,Rats
40736135,Contamination
50088771,Contamination
50017936,Temperature
50070541,Contamination
50095924,Contamination
40872438,Rats
50070536,Rats
41487281,Contamination
50087224,Contamination
41552184,Contamination
50052988,Contamination
50046479,Contamination
50066122,Contamination
50035264,Contamination
50048274,Temperature
50014830,Contamination
40512617,Temperature
50004412,Temperature
41705503,Contamination
40885478,Quality
41634439,Rats
41660888,Sanitation
50109298,Contamination
50105695,Rats
41278885,Sanitation
41610749,Contamination
40533002,Contamination
50085259,Contamination
50016817,Rats
50005543,Temperature
50091646,Quality
50120362,Temperature
50118462,Contamination
41299964,Contamination
50012463,Contamination
50054220,Contamination
50088976,Temperature
41531279,Contamination
40579797,Sanitation
50089961,Quality
50089785,Contamination
50108446,Temperature
50075442,Temperature
50081739,Contamination
50008834,Contamination
41345907,Contamination
50079237,Rats
50065774,Rats
50112185,Contamination
50088847,Flies
40525767,Rats
50097377,Contamination
50127155,Sanitation
41303456,Contamination
50032980,Flies
41050795,Rats
50071470,Contamination
50045140,Rats
50045209,Rats
41451183,Quality
41620333,Rats
50092340,Rats
40402007,Rats
50107622,Sanitation
50058053,Sanitation
50111065,Temperature
50004307,Flies
41379435,Contamination
50102573,Rats
41060947,Rats
50001298,Contamination
41476602,Quality
40581692,Contamination
50109181,Contamination
50009062,Contamination
50116041,Rats
50012113,Contamination
50098797,Contamination
50084005,Quality
41653485,Contamination
41631475,Contamination
50084799,Contamination
50105065,Contamination
50106382,Quality
50086659,Rats
50078666,Rats
41177892,Rats
50000634,Contamination
41309636,Rats
50007626,Contamination
50125264,Sanitation
41305738,Contamination
41134612,Contamination
50002362,Temperature
50112687,Rats
40951896,Temperature
40425131,Rats
50072519,Contamination
50076218,Contamination
50082400,Rats
40391913,Contamination
50012743,Contamination
50093837,Rats
50038120,Temperature
50114158,Quality
50034142,Flies
50047532,Temperature
50107278,Rats
41474509,Contamination
50060559,Contamination
41029952,Rats
40367860,Flies
50097461,Temperature
50002920,Contamination
41710693,Temperature
41097313,Temperature
50047788,Contamination
41674167,Contamination
50018577,Contamination
41236763,Contamination
41211622,Contamination
41377474,Contamination
50105893,Sanitation
41619192,Sanitation
40362869,Temperature
50046379,Quality
41394405,Contamination
50052345,Roach
41708980,Rats
50116825,Contamination
50113992,Sanitation
50045659,Contamination
41692596,Contamination
50053024,Contamination
50107821,Contamination
41513756,Temperature
50033105,Contamination
41639167,Contamination
41721252,Contamination
50096541,Quality
41385384,Temperature
50059098,Contamination
50109773,Contamination
50060048,Temperature
41144145,Sanitation
50097887,Contamination
41286440,Temperature
41068312,Sanitation
40383044,Contamination
50123258,Sanitation
41148810,Contamination
50044818,Contamination
41366152,Rats
41299712,Contamination
40925259,Temperature
40838693,Contamination
50098945,Temperature
40563475,Contamination
50090277,Flies
41696848,Sanitation
41477010,Contamination
50010825,Contamination
50107805,Contamination
40424709,Rats
41282506,Rats
50009624,Contamination
50092545,Flies
50011694,Contamination
40396159,Contamination
41360079,Sanitation
41664978,Others
50073673,Sanitation
50018601,Contamination
50069122,Rats
50051826,Contamination
41348712,Contamination
41343991,Contamination
50087890,Contamination
50124075,Contamination
50112550,Others
50085082,Contamination
50092699,Contamination
50062581,Contamination
40356018,Contamination
50003984,Contamination
50046788,Temperature
40402007,Sanitation
50002749,Rats
50013454,Contamination
41180283,Contamination
50082395,Rats
50113410,Contamination
50084206,Contamination
50045771,Temperature
40855992,Contamination
41064439,Contamination
50092198,Contamination
41511019,Contamination
41519872,Contamination
50079366,Temperature
50071312,Temperature
50123877,Sanitation
50083579,Flies
41502332,Contamination
50114945,Contamination
41571021,Roach
50076090,Contamination
41658672,Contamination
50090816,Contamination
40993542,Contamination
50108684,Contamination
50101046,Contamination
50053686,Contamination
50085445,Rats
50076432,Contamination
50086402,Contamination
50078592,Sanitation
40993542,Temperature
40667358,Temperature
41655185,Sanitation
50105893,Quality
50106200,Quality
41232292,Temperature
50098771,Rats
40728353,Contamination
50067088,Rats
50097325,Rats
50116983,Contamination
40402007,Flies
41534110,Quality
50017469,Flies
50107559,Sanitation
50079488,Contamination
41231878,Temperature
50111306,Contamination
41337363,Others
50089529,Contamination
50060330,Contamination
50101643,Contamination
41535326,Rats
50101461,Rats
50010278,Contamination
40574423,Contamination
50056563,Temperature
41547298,Sanitation
50076806,Rats
50012597,Rats
50046793,Flies
40392388,Contamination
50073766,Temperature
50068305,Temperature
50105014,Contamination
50106710,Roach
41627520,Contamination
41397768,Contamination
50087151,Contamination
41004486,Others
41127877,Temperature
50064099,Contamination
50044430,Contamination
50085733,Contamination
41535326,Flies
41330275,Contamination
41305786,Contamination
50002445,Contamination
40933911,Roach
50116946,Temperature
50090748,Contamination
41569116,Sanitation
50097350,Rats
50125337,Temperature
50093888,Flies
50097045,Quality
50102163,Temperature
50114955,Contamination
50004496,Contamination
50073713,Contamination
50017967,Contamination
41264387,Contamination
41716292,Quality
41333637,Temperature
50043852,Contamination
50050467,Rats
50001443,Contamination
50071784,Rats
40395087,Contamination
41062076,Contamination
41056355,Others
50095456,Rats
41694156,Contamination
50081485,Contamination
41189162,Contamination
50001085,Contamination
50079485,Temperature
50097427,Contamination
50093518,Contamination
40376635,Contamination
41578481,Rats
50008918,Contamination
41399771,Contamination
41633599,Rats
50066049,Contamination
40564625,Contamination
41692932,Temperature
41549333,Roach
50094746,Contamination
50074901,Contamination
50056602,Contamination
50108824,Contamination
41512057,Rats
50066314,Sanitation
50005214,Temperature
50075009,Temperature
41116575,Rats
50054686,Rats
41706325,Roach
50102283,Sanitation
50116338,Contamination
40623604,Sanitation
50093943,Contamination
50086764,Contamination
41403088,Rats
50089274,Rats
40390409,Sanitation
41007823,Contamination
50105882,Contamination
40389114,Roach
50055715,Flies
50128677,Sanitation
50078285,Rats
50000388,Rats
50079374,Contamination
50090321,Rats
50100416,Contamination
50087893,Contamination
50006312,Sanitation
40423830,Contamination
50036413,Sanitation
41717640,Flies
40993786,Contamination
50097983,Contamination
40705487,Contamination
41586172,Temperature
50068576,Contamination
50088242,Contamination
41546934,Contamination
41479993,Rats
50111252,Quality
50102966,Sanitation
40814300,Flies
50098771,Temperature
50082400,Flies
50068749,Contamination
50080616,Flies
41474909,Contamination
50047806,Flies
50032643,Rats
50104841,Rats
40402365,Temperature
40395122,Contamination
41650608,Flies
50116784,Contamination
50090903,Temperature
50098023,Contamination
50002504,Temperature
40395723,Contamination
41688951,Sanitation
50002491,Contamination
50072517,Contamination
50036890,Contamination
50017814,Rats
50083578,Rats
50120654,Rats
50018453,Contamination
41182565,Contamination
41519888,Quality
41637111,Contamination
50096486,Contamination
50087427,Contamination
50056159,Temperature
50057994,Contamination
41322588,Contamination
40372631,Rats
50106710,Rats
50032828,Flies
50096019,Contamination
50056626,Contamination
50074377,Contamination
41678386,Sanitation
50099645,Contamination
41690256,Contamination
41166072,Contamination
50086471,Rats
50011521,Contamination
50087906,Temperature
41431239,Rats
50004403,Contamination
50102673,Contamination
41175984,Contamination
50040456,Contamination
50106059,Contamination
50109836,Rats
50006735,Contamination
50058195,Contamination
50038460,Contamination
41411821,Sanitation
50001450,Temperature
41702610,Rats
50096301,Temperature
41378125,Contamination
41610874,Contamination
50091829,Contamination
50018405,Contamination
50044393,Temperature
50000767,Contamination
41680924,Temperature
50077710,Contamination
40400039,Rats
50017154,Quality
50079045,Temperature
50047788,Quality
50082146,Contamination
50070161,Flies
50083796,Flies
50073063,Contamination
50088485,Contamination
50090712,Contamination
50099512,Contamination
50091503,Contamination
50057374,Contamination
50060497,Temperature
41543885,Temperature
50043349,Temperature
50118392,Rats
50051344,Contamination
41016740,Contamination
50096383,Contamination
50040547,Rats
50035390,Contamination
41708888,Others
50054598,Contamination
50015846,Rats
41116575,Temperature
50018582,Contamination
50075888,Temperature
50086805,Contamination
50002057,Roach
50122395,Temperature
50098072,Rats
41308515,Contamination
40994918,Flies
50088217,Contamination
50052715,Contamination
40388419,Contamination
50058670,Rats
40903960,Temperature
50016888,Rats
50059280,Contamination
50113419,Quality
50071927,Contamination
40936803,Quality
50001179,Contamination
50010065,Contamination
40423364,Contamination
41609204,Quality
41662171,Contamination
40977209,Contamination
50010850,Contamination
50000229,Contamination
50056970,Temperature
50114501,Rats
50067070,Contamination
50073053,Contamination
50073766,Contamination
41079528,Contamination
50000930,Contamination
40376077,Flies
50064654,Rats
50105721,Temperature
50065042,Contamination
41155290,Temperature
50052217,Contamination
50058799,Contamination
50008603,Contamination
50092279,Temperature
50091598,Rats
40394392,Rats
50120938,Sanitation
41708809,Contamination
50106897,Temperature
41444789,Contamination
50107192,Contamination
50108291,Temperature
50082952,Contamination
50104255,Contamination
50109318,Rats
50118248,Rats
41388432,Temperature
50065363,Contamination
50086813,Temperature
50047795,Contamination
50050214,Rats
50122469,Contamination
50042130,Temperature
50092359,Rats
41236257,Sanitation
50009868,Contamination
50038792,Rats
50106008,Contamination
50080478,Rats
50002026,Sanitation
50085595,Rats
50062556,Contamination
50109177,Rats
50097045,Contamination
50049599,Rats
50114127,Contamination
40391272,Contamination
50078974,Roach
50119504,Contamination
50092539,Contamination
40538061,Contamination
41286149,Rats
40672603,Rats
50008453,Contamination
40547933,Contamination
40710411,Contamination
50073424,Roach
50102966,Sanitation
41463046,Flies
50094393,Contamination
50062435,Contamination
50070291,Contamination
50106190,Sanitation
41272100,Rats
41397322,Sanitation
50080323,Rats
50053977,Rats
50049262,Rats
50102840,Contamination
41660892,Contamination
50129019,Sanitation
50057938,Temperature
50013086,Roach
50088548,Contamination
40720599,Contamination
50010850,Contamination
40672603,Quality
50088876,Contamination
40737933,Rats
50059894,Rats
50017001,Contamination
50060802,Contamination
50002039,Rats
50118605,Contamination
50043100,Rats
41611680,Contamination
50081150,Flies
50059684,Quality
50059415,Contamination
50005543,Rats
41248529,Contamination
50012292,Contamination
41609204,Contamination
50010055,Roach
50047011,Contamination
50065446,Contamination
41394680,Temperature
41317385,Roach
50003506,Roach
50101355,Quality
40918355,Rats
50095664,Temperature
50119999,Rats
50058340,Contamination
50078597,Rats
41474882,Contamination
41254998,Temperature
40931569,Contamination
41108006,Contamination
50060484,Contamination
50055081,Sanitation
50080616,Contamination
40625667,Temperature
50097947,Contamination
50057220,Flies
40536616,Rats
50010212,Contamination
50001776,Contamination
50093334,Contamination
50107821,Contamination
50045193,Contamination
50001620,Flies
50045356,Contamination
50039842,Rats
50070654,Contamination
50085980,Contamination
40725853,Contamination
40396231,Contamination
40388639,Rats
50078384,Temperature
50088262,Contamination
50037094,Contamination
50103403,Contamination
40853737,Contamination
50063156,Sanitation
50039294,Rats
41152996,Contamination
50105970,Contamination
50038175,Rats
50039363,Contamination
50059238,Contamination
40835721,Rats
50039510,Temperature
40842393,Rats
50099247,Contamination
50071055,Contamination
41330089,Contamination
41020593,Contamination
50112406,Contamination
40993542,Rats
50092137,Rats
50123259,Temperature
50044966,Rats
50006474,Rats
50002547,Contamination
50063195,Rats
50056825,Rats
50090073,Sanitation
50098726,Rats
50038382,Rats
50104925,Rats
50085980,Quality
50070444,Rats
50076390,Rats
50085980,Sanitation
50010032,Temperature
41664655,Rats
41175984,Contamination
41539001,Contamination
50060821,Contamination
40949905,Contamination
41276651,Rats
50042788,Contamination
50087029,Temperature
50038859,Temperature
50009989,Contamination
41706173,Temperature
50100535,Contamination
50075009,Rats
50049869,Contamination
41480283,Contamination
50019068,Contamination
50093763,Contamination
50002803,Contamination
41012120,Others
50103991,Temperature
40396892,Contamination
40573715,Contamination
41359575,Rats
41486522,Sanitation
41547077,Quality
41687909,Flies
50001671,Contamination
50000942,Rats
50100381,Contamination
41710558,Contamination
50077098,Temperature
50078372,Contamination
50077587,Rats
50086702,Quality
50104121,Sanitation
41297788,Temperature
50097277,Temperature
41468815,Temperature
50011127,Contamination
50112795,Temperature
40815605,Rats
40645249,Rats
50095135,Contamination
50109764,Rats
50066349,Rats
41308685,Contamination
50014362,Contamination
50083465,Rats
50008437,Temperature
50098068,Temperature
50087314,Contamination
50077944,Flies
41465278,Others
50044824,Rats
50105543,Contamination
50107922,Rats
50062874,Contamination
50095147,Contamination
50087439,Flies
41441935,Contamination
41704440,Temperature
50108883,Contamination
40401834,Contamination
50100514,Temperature
50060258,Contamination
50052373,Quality
41562854,Contamination
50011222,Rats
50108743,Contamination
40572049,Contamination
50095632,Rats
50080344,Sanitation
41676306,Rats
40904478,Rats
41267350,Temperature
50107299,Contamination
50070665,Temperature
41167764,Rats
50065664,Contamination
50110594,Sanitation
40736140,Rats
50096383,Temperature
50107843,Contamination
50107475,Contamination
50007238,Rats
41243506,Rats
50076604,Sanitation
50096032,Rats
50105163,Sanitation
40363427,Contamination
40911251,Rats
40621241,Contamination
50058302,Flies
41039631,Rats
50058248,Flies
50120406,Sanitation
41584296,Contamination
40528180,Contamination
50098031,Contamination
50098567,Contamination
41707407,Temperature
50106318,Contamination
50078726,Temperature
40853737,Rats
50120678,Contamination
50074620,Sanitation
50091395,Rats
50068695,Flies
50113864,Sanitation
50083999,Contamination
41699964,Temperature
50052585,Contamination
50086573,Contamination
41619116,Contamination
40515597,Roach
50123617,Contamination
41243535,Contamination
50109549,Contamination
50000500,Flies
40513662,Sanitation
40906867,Rats
50016580,Rats
50104366,Contamination
50118141,Temperature
41226396,Rats
40367841,Contamination
50115762,Rats
50055243,Contamination
50104790,Temperature
50101800,Contamination
50058614,Contamination
40663950,Flies
40388901,Contamination
50086981,Contamination
50116046,Quality
50001484,Sanitation
41634043,Quality
40793858,Temperature
50106761,Contamination
41562128,Sanitation
50003531,Sanitation
50103967,Temperature
50057416,Temperature
50108495,Contamination
50014973,Temperature
50063050,Rats
41710300,Contamination
41687478,Rats
50033400,Sanitation
50107819,Temperature
40856208,Rats
41434859,Temperature
41107447,Contamination
50050386,Temperature
50073613,Contamination
41689361,Temperature
50002445,Rats
50049322,Temperature
50059513,Temperature
41509875,Sanitation
50066076,Temperature
50116824,Contamination
50012258,Temperature
41654352,Temperature
41450604,Rats
50071552,Contamination
50070401,Contamination
40660748,Rats
50015263,Contamination
50013830,Rats
50015706,Contamination
41551165,Contamination
50018556,Rats
50073709,Contamination
50100085,Temperature
50096064,Contamination
50070654,Rats
40996223,Rats
41612260,Roach
50060720,Temperature
50107621,Sanitation
41437865,Contamination
50056650,Rats
41363485,Flies
50043137,Contamination
50001564,Contamination
50120151,Contamination
50106163,Quality
41577558,Contamination
50106797,Contamination
50002976,Contamination
50119882,Rats
50074465,Temperature
40838693,Contamination
50078667,Contamination
41258550,Rats
41387239,Flies
50045810,Temperature
50059864,Contamination
50034294,Temperature
50114244,Rats
41663033,Contamination
50124922,Sanitation
50115644,Temperature
50072553,Quality
50063488,Temperature
50065634,Temperature
50091060,Rats
50094950,Rats
50106693,Sanitation
50038063,Flies
50041812,Sanitation
50075536,Rats
40698823,Rats
50071549,Contamination
50103214,Contamination
41395978,Temperature
50080682,Rats
50063788,Contamination
40885485,Contamination
50066345,Contamination
50013867,Others
41615946,Rats
50058017,Temperature
41305028,Sanitation
50095648,Temperature
40992678,Rats
50070568,Contamination
50097924,Temperature
50049726,Contamination
40791157,Temperature
41524890,Contamination
50045768,Contamination
50096032,Contamination
40367728,Contamination
50032905,Roach
50011935,Contamination
41117795,Contamination
50095523,Contamination
41693949,Contamination
41350171,Rats
50043459,Contamination
50067280,Contamination
41479185,Contamination
50123423,Contamination
41174549,Rats
50086374,Quality
41418337,Quality
50051274,Contamination
50128282,Contamination
41583191,Sanitation
41571021,Contamination
41207580,Roach
50125538,Sanitation
41674167,Contamination
50099039,Contamination
50098773,Contamination
50099116,Quality
40396532,Sanitation
