CAMIS,Image
41439739,Contamination
41714097,Sanitation
50035638,Contamination
50089761,Contamination
50122129,Contamination
41708744,Sanitation
50119889,Contamination
50120961,Contamination
50089409,Temperature
50043252,Quality
50110526,Others
50117860,Contamination
50093518,Temperature
50043155,Contamination
50124030,Temperature
41391327,Contamination
41367337,Rats
41446174,Rats
40423440,Rats
50040467,Flies
50088976,Quality
50001114,Sanitation
50073806,Rats
50000973,Temperature
50086162,Rats
50124193,Temperature
50098824,Rats
40373160,Contamination
40704315,Rats
41502172,Contamination
50066554,Flies
50005669,Flies
50056748,Sanitation
50100704,Flies
41705779,Roach
41220085,Temperature
41373149,Temperature
50098290,Contamination
50111790,Contamination
41692608,Flies
40400198,Contamination
50002304,Rats
41421560,Contamination
40675892,Contamination
41672122,Contamination
41077631,Contamination
41149565,Temperature
40396159,Temperature
50065408,Temperature
50037412,Sanitation
50118860,Contamination
41524567,Flies
50013774,Roach
41173219,Rats
50057031,Rats
50035849,Contamination
40796794,Sanitation
41290515,Flies
50050182,Contamination
50065695,Sanitation
41343991,Flies
41642874,Contamination
41232292,Sanitation
40973710,Contamination
50002068,Rats
50010310,Contamination
50060687,Quality
50110225,Sanitation
50096242,Contamination
50066453,Contamination
50078086,Rats
50085911,Contamination
50102277,Contamination
41359575,Sanitation
50056715,Contamination
41456771,Flies
41120682,Contamination
41425803,Rats
50074699,Quality
50124819,Contamination
50011935,Flies
41065348,Contamination
41202221,Contamination
41556098,Contamination
50109204,Temperature
50122064,Sanitation
50044876,Contamination
50033659,Contamination
50059321,Rats
50127281,Sanitation
50111304,Sanitation
41485393,Contamination
50111292,Contamination
50126107,Sanitation
50043498,Temperature
41360079,Rats
50109434,Contamination
50001857,Rats
41130663,Quality
40781412,Flies
40557912,Roach
50108030,Temperature
41049808,Quality
50089065,Contamination
50063937,Contamination
50103349,Rats
50101908,Quality
50036502,Rats
50002038,Contamination
50108317,Temperature
40717234,Sanitation
50082613,Temperature
40374834,Contamination
50017701,Temperature
50005138,Sanitation
50078527,Temperature
41396382,Temperature
50097658,Contamination
40941849,Quality
41261148,Contamination
50116135,Contamination
50121621,Temperature
50063787,Contamination
50102234,Contamination
50090847,Contamination
40727750,Roach
40734589,Contamination
50053586,Contamination
50077803,Contamination
50106733,Flies
40558850,Temperature
40392256,Rats
50038979,Temperature
41594415,Rats
50047860,Sanitation
41463780,Rats
41036291,Contamination
50041809,Rats
50037509,Contamination
50113951,Contamination
50085693,Flies
50105652,Contamination
40396264,Roach
40729296,Sanitation
50071604,Temperature
50038000,Contamination
50004710,Contamination
50087893,Flies
50089715,Quality
50037094,Roach
50056889,Contamination
50040296,Flies
50038120,Quality
40395055,Contamination
50039330,Temperature
50115485,Contamination
50100592,Contamination
50106219,Contamination
41403890,Contamination
40897418,Contamination
50092510,Contamination
50095924,Contamination
40601254,Roach
50064922,Flies
50122994,Sanitation
50100420,Contamination
41634303,Sanitation
40954215,Rats
50067401,Quality
41585425,Sanitation
50062912,Temperature
50000790,Temperature
50017275,Contamination
50090498,Contamination
50012784,Contamination
40863010,Contamination
50052840,Contamination
50070762,Rats
50058219,Rats
50075622,Contamination
50017407,Contamination
50033770,Contamination
50128491,Contamination
50109928,Contamination
50001547,Others
41420319,Contamination
40391639,Rats
40592285,Temperature
40367870,Roach
50100205,Temperature
40587915,Contamination
50091677,Temperature
40368555,Contamination
50098091,Temperature
50010707,Roach
50057298,Temperature
41707148,Flies
50108297,Sanitation
41057755,Contamination
41650869,Temperature
40400473,Rats
50088778,Contamination
50034275,Rats
41231138,Contamination
50006556,Contamination
41655771,Rats
50098859,Quality
50055406,Contamination
50034109,Temperature
50002304,Temperature
40380422,Others
41635367,Temperature
50052840,Contamination
40644352,Contamination
50099542,Contamination
41623532,Contamination
50105779,Sanitation
50118640,Contamination
50073336,Temperature
40567158,Contamination
41305598,Roach
50074721,Rats
50059377,Quality
41346413,Contamination
41386625,Quality
41712533,Flies
50105154,Contamination
41372091,Rats
50092126,Contamination
40700664,Flies
50093845,Contamination
50084773,Contamination
50090359,Contamination
50097501,Contamination
50090510,Temperature
41645235,Flies
41391463,Contamination
40369165,Contamination
41056159,Contamination
40892893,Temperature
50011935,Rats
50063458,Flies
50015395,Contamination
50001397,Contamination
41376986,Contamination
50005180,Sanitation
50111268,Contamination
50078286,Temperature
50114463,Rats
41377474,Quality
50064109,Contamination
50108723,Rats
50107355,Sanitation
41222832,Contamination
50090311,Quality
41496204,Rats
50096822,Rats
50057793,Temperature
41132816,Rats
41344869,Contamination
41115745,Contamination
41449659,Flies
40574872,Contamination
41633655,Contamination
50001732,Contamination
50085500,Temperature
41682994,Rats
50060766,Contamination
41384329,Contamination
40656139,Contamination
41039631,Temperature
50014212,Quality
40392834,Contamination
41578971,Temperature
50033076,Temperature
50099096,Contamination
50104019,Contamination
50056510,Rats
40545573,Temperature
41329576,Temperature
50082975,Rats
50041579,Contamination
50037588,Flies
50002028,Temperature
50091036,Contamination
50070791,Contamination
41412916,Contamination
50106652,Rats
41286916,Contamination
41716200,Temperature
41019523,Flies
41716286,Rats
50014469,Sanitation
41091215,Quality
40376515,Temperature
50110783,Contamination
50072538,Rats
41543722,Rats
50093799,Rats
50122086,Contamination
41453331,Temperature
50127003,Rats
41582117,Temperature
50103358,Rats
50067958,Temperature
40377789,Contamination
50050259,Rats
50074363,Sanitation
50074812,Quality
50058237,Flies
41716292,Rats
50002026,Quality
40365632,Temperature
41174549,Contamination
41634515,Flies
41079283,Roach
50017080,Rats
50057386,Contamination
50075241,Contamination
50098774,Contamination
50093763,Sanitation
50103737,Rats
50109859,Temperature
50041578,Contamination
50004274,Contamination
40932574,Rats
50123597,Contamination
50001109,Temperature
41180080,Contamination
50043922,Contamination
50091455,Rats
40837605,Contamination
41456771,Contamination
50095867,Rats
41660639,Rats
50074192,Contamination
50096561,Sanitation
50089662,Roach
50105190,Contamination
50035574,Rats
41304410,Contamination
50058673,Temperature
41647370,Rats
50078751,Quality
41604098,Rats
50091866,Contamination
50008918,Quality
41348028,Contamination
50117993,Contamination
50103017,Rats
50080371,Contamination
50042768,Rats
50033839,Contamination
41428773,Sanitation
40385515,Contamination
41232906,Contamination
50094234,Contamination
50085406,Contamination
50057912,Contamination
50001396,Sanitation
50006286,Contamination
50097895,Contamination
50074075,Temperature
40391979,Rats
41106653,Contamination
50070789,Contamination
50095222,Contamination
50017047,Contamination
50076227,Contamination
50107668,Contamination
41391103,Flies
50093783,Rats
40880188,Rats
50008323,Contamination
41702179,Contamination
41300049,Temperature
50065906,Contamination
41168644,Contamination
50044006,Contamination
40864834,Contamination
50118048,Contamination
40545741,Temperature
50105623,Contamination
50108779,Contamination
50086779,Temperature
50106304,Temperature
50108720,Contamination
50034874,Contamination
50012650,Contamination
40726811,Contamination
41036247,Contamination
50009430,Contamination
50054637,Flies
50070626,Contamination
41473931,Rats
50082605,Contamination
50007880,Contamination
40939317,Contamination
40588166,Contamination
40698823,Rats
50002304,Contamination
50074064,Rats
50089407,Rats
41552184,Rats
41629235,Contamination
41467165,Contamination
41461165,Contamination
50032966,Flies
50055795,Contamination
50018224,Rats
50094531,Temperature
41369777,Quality
50101688,Contamination
50112768,Contamination
50110113,Quality
41598620,Temperature
50002191,Rats
41231138,Rats
50119943,Contamination
50122436,Flies
50107367,Rats
50087355,Contamination
50082852,Contamination
50121175,Contamination
50038120,Temperature
40545227,Contamination
50117299,Quality
50102235,Contamination
50089827,Temperature
50123593,Contamination
40608746,Contamination
40568953,Rats
50098137,Contamination
40510335,Contamination
50072336,Contamination
50005340,Contamination
41650608,Contamination
50085997,Rats
50093478,Contamination
41653532,Contamination
50059508,Contamination
50106395,Contamination
40396574,Rats
50090557,Contamination
50089248,Temperature
50037094,Contamination
41223754,Others
50043205,Rats
50011814,Contamination
41428706,Contamination
50102653,Flies
50087174,Contamination
41485097,Flies
40673117,Flies
50092157,Sanitation
40873138,Contamination
41685002,Rats
40378190,Rats
50079981,Contamination
41354676,Roach
50043173,Contamination
50106279,Sanitation
50009170,Contamination
50000832,Flies
41087789,Contamination
40401834,Temperature
50040518,Contamination
41699967,Rats
50061368,Rats
50036737,Contamination
50039979,Contamination
40395122,Rats
41485711,Contamination
50098755,Temperature
40863575,Contamination
50109012,Others
41400734,Quality
50070925,Contamination
41721252,Contamination
50058951,Contamination
41428195,Contamination
50128989,Sanitation
50075622,Rats
50095813,Contamination
40384340,Flies
41695036,Temperature
50053139,Flies
50055844,Temperature
40539772,Sanitation
50108197,Sanitation
50060415,Contamination
41577737,Rats
50032691,Sanitation
50051018,Contamination
50064539,Contamination
41405163,Quality
50124633,Contamination
50054726,Temperature
50089511,Contamination
50056803,Temperature
50034665,Temperature
41387224,Rats
50046210,Contamination
40885478,Sanitation
41480442,Contamination
50003931,Contamination
41356229,Quality
50081595,Temperature
50000577,Sanitation
50092042,Contamination
50111824,Rats
50075726,Rats
50072862,Rats
50074176,Contamination
41533970,Sanitation
40369016,Contamination
50104057,Flies
41347636,Temperature
41454953,Temperature
50090846,Temperature
50092137,Rats
50058447,Contamination
50077620,Contamination
50104486,Rats
41271202,Sanitation
41315553,Contamination
50063407,Contamination
50088153,Contamination
50116329,Temperature
50045647,Flies
50058240,Sanitation
41391353,Sanitation
40394176,Rats
50053020,Contamination
50122091,Contamination
50119915,Contamination
50043733,Contamination
50056007,Contamination
50001261,Contamination
50107651,Flies
50117434,Sanitation
40709458,Sanitation
40747192,Contamination
41456654,Contamination
50093669,Contamination
50123620,Contamination
50093639,Rats
50069636,Quality
41612730,Roach
41241298,Rats
50111783,Contamination
50040406,Sanitation
50055990,Temperature
40399817,Contamination
40564858,Rats
41362369,Contamination
50104366,Sanitation
50036360,Rats
50012210,Sanitation
41351040,Temperature
50086149,Contamination
50007745,Contamination
50109164,Rats
40929097,Sanitation
40908961,Contamination
40783903,Contamination
40384340,Contamination
50067688,Contamination
41083927,Rats
50052722,Contamination
50113996,Sanitation
50046291,Contamination
50103065,Contamination
50074254,Rats
50036660,Rats
50007363,Sanitation
50068126,Contamination
50095611,Contamination
50017825,Rats
50108495,Contamination
50066345,Contamination
50089115,Temperature
50065072,Sanitation
50040533,Contamination
41314327,Contamination
50098877,Contamination
40544958,Temperature
50054953,Temperature
50086434,Contamination
50033511,Temperature
50055888,Rats
41387129,Rats
50011308,Contamination
50068154,Contamination
41118126,Temperature
50043852,Contamination
41655988,Contamination
50102235,Sanitation
41488616,Rats
50076526,Others
41553479,Rats
41702804,Contamination
41481377,Rats
50098583,Contamination
50093687,Temperature
50001484,Rats
50111382,Sanitation
50091821,Contamination
50105978,Temperature
50089288,Temperature
50060267,Temperature
50107844,Rats
50056438,Temperature
50065848,Rats
50006474,Contamination
50063446,Temperature
41656294,Contamination
50038802,Flies
50058195,Temperature
41112524,Rats
50018036,Flies
50088923,Contamination
50102633,Rats
50109181,Contamination
41473669,Contamination
41679501,Temperature
50088087,Sanitation
50045323,Temperature
50005093,Contamination
40939317,Contamination
40672460,Contamination
50016538,Rats
50018043,Temperature
41165199,Contamination
50048509,Contamination
50108886,Contamination
50056507,Contamination
41653101,Sanitation
50065534,Roach
41687715,Contamination
50078667,Contamination
50036502,Contamination
50004403,Contamination
50062435,Quality
50068260,Contamination
50073786,Contamination
50105072,Quality
50006350,Contamination
50100617,Contamination
50048541,Contamination
40520857,Rats
40642602,Contamination
40943621,Rats
50098613,Rats
50038858,Contamination
50088194,Contamination
50104537,Contamination
50067267,Contamination
50050986,Temperature
50117880,Quality
50013830,Contamination
50067239,Contamination
41462348,Contamination
50087104,Contamination
50017749,Contamination
50039387,Contamination
50100509,Contamination
40732416,Sanitation
41433057,Contamination
50014243,Contamination
50090914,Quality
40592285,Rats
50039749,Rats
41553265,Contamination
41014566,Contamination
50057057,Others
41717968,Quality
41641305,Rats
41282127,Sanitation
40661017,Contamination
50124859,Contamination
50048165,Temperature
50002362,Contamination
50116201,Contamination
50085189,Rats
41268295,Rats
50106489,Contamination
50012443,Temperature
50104889,Sanitation
50089307,Quality
50089726,Contamination
50118198,Contamination
41397825,Contamination
50090372,Contamination
50002491,Contamination
50093325,Contamination
41056159,Temperature
50035310,Flies
41512992,Rats
50089144,Contamination
40377243,Contamination
41640824,Contamination
50090317,Contamination
50052585,Contamination
50090892,Contamination
50036647,Rats
50101839,Quality
41455068,Contamination
40611479,Rats
50037419,Contamination
41180600,Roach
50046224,Contamination
50003299,Temperature
40941849,Flies
50079626,Contamination
40617736,Rats
40760523,Contamination
50105889,Contamination
50013450,Contamination
50099767,Temperature
50120698,Contamination
40654198,Rats
50065133,Temperature
41532259,Temperature
50036698,Contamination
50105185,Temperature
41503136,Temperature
41617871,Contamination
50094030,Contamination
41569330,Contamination
50091036,Contamination
41636384,Contamination
50072743,Rats
50110947,Temperature
40673089,Contamination
41226130,Roach
50081016,Contamination
41290178,Contamination
50107721,Others
50009233,Contamination
50108310,Flies
41694389,Temperature
50066349,Flies
50077888,Rats
50097324,Contamination
50084463,Flies
50124633,Contamination
41631538,Temperature
50083809,Rats
40868717,Rats
50113167,Others
40854101,Temperature
50001255,Flies
50125749,Others
50002038,Rats
41466918,Contamination
50100671,Contamination
50045463,Contamination
50063233,Temperature
50125883,Temperature
50097461,Rats
50054116,Contamination
50059891,Rats
50093932,Flies
50085632,Contamination
41554670,Contamination
50086042,Rats
41619116,Contamination
50117697,Temperature
50117001,Rats
41649581,Contamination
50124743,Rats
41650784,Rats
40370167,Contamination
50099621,Quality
50110185,Rats
40401224,Contamination
50095880,Sanitation
50103252,Contamination
41337501,Rats
50105132,Rats
50048350,Roach
41463532,Flies
50100785,Sanitation
50046983,Flies
40396445,Contamination
50111811,Temperature
50051746,Rats
40360076,Contamination
50048671,Flies
50002693,Contamination
40750062,Temperature
50088114,Contamination
50059238,Contamination
41006352,Temperature
50080887,Contamination
50052930,Temperature
50106015,Temperature
41022993,Contamination
50095918,Contamination
41100434,Rats
50086309,Contamination
50110965,Quality
50094969,Contamination
50088953,Rats
50004906,Quality
50054857,Temperature
50034570,Contamination
50106463,Temperature
50061061,Sanitation
50015281,Contamination
50114767,Temperature
40855899,Contamination
40787908,Contamination
50085453,Temperature
41642694,Temperature
40395910,Contamination
50078793,Sanitation
50082613,Temperature
50078061,Roach
41222682,Contamination
50082146,Rats
50006286,Quality
50002057,Sanitation
50055066,Sanitation
50098137,Contamination
50088686,Contamination
40391272,Roach
50102262,Roach
41663204,Temperature
40396159,Contamination
50078671,Contamination
50081337,Contamination
50044957,Temperature
50101639,Contamination
50121215,Temperature
50091577,Contamination
41675367,Temperature
40978159,Contamination
50056450,Roach
50129028,Sanitation
41576328,Rats
50087110,Rats
41720316,Contamination
50107105,Quality
40391699,Sanitation
50064881,Contamination
50053768,Temperature
50107477,Temperature
50070663,Contamination
50065528,Rats
41071907,Temperature
50080592,Contamination
50044118,Temperature
50056699,Contamination
40391531,Temperature
50074621,Roach
41660862,Roach
50056428,Flies
40667588,Contamination
41145163,Contamination
50043965,Contamination
40545573,Contamination
50101643,Temperature
50060527,Sanitation
41211246,Contamination
41554812,Contamination
40909425,Contamination
41337363,Roach
50058248,Temperature
41486993,Contamination
50034094,Contamination
41381287,Contamination
41459414,Contamination
41263879,Sanitation
41182288,Contamination
40391699,Temperature
50043693,Contamination
41601611,Contamination
50052545,Rats
41578971,Temperature
50114102,Rats
50047328,Temperature
41701881,Contamination
40376718,Rats
41463561,Contamination
41523650,Contamination
41142196,Temperature
50089883,Contamination
40609087,Flies
50123955,Contamination
50040806,Temperature
50105471,Contamination
50086892,Rats
50041718,Rats
50061258,Contamination
50002771,Contamination
40752437,Contamination
41454233,Rats
50108597,Contamination
50112280,Quality
41327232,Temperature
41578677,Rats
50053354,Contamination
40958104,Contamination
41564527,Flies
41650772,Temperature
50119799,Contamination
50037509,Rats
41466982,Temperature
41382150,Contamination
50107581,Rats
40684066,Contamination
41453983,Rats
50103606,Contamination
50058248,Contamination
50111956,Temperature
50085870,Contamination
50007366,Temperature
50076373,Contamination
50129019,Temperature
40957726,Sanitation
50095347,Contamination
50070212,Rats
41302151,Sanitation
50071419,Contamination
50086142,Rats
41456771,Contamination
50072130,Contamination
50002139,Rats
50088490,Rats
50125710,Sanitation
41705937,Contamination
50002295,Contamination
41623475,Rats
50004442,Flies
50074043,Contamination
50000233,Contamination
40831475,Temperature
50108704,Contamination
50116017,Contamination
50101469,Contamination
41304269,Sanitation
50092307,Temperature
50016129,Contamination
50047217,Rats
50113660,Contamination
50042744,Temperature
50040759,Contamination
50078381,Rats
50067686,Contamination
50059304,Contamination
50116500,Quality
50083682,Sanitation
41311804,Contamination
50008743,Temperature
50112574,Flies
41232906,Temperature
41378724,Temperature
50051272,Quality
50056793,Contamination
50069475,Contamination
50109012,Contamination
50107123,Contamination
41251802,Rats
40875290,Contamination
41301130,Contamination
41559082,Contamination
41676423,Rats
50115495,Contamination
41053864,Rats
50084942,Rats
50097902,Contamination
50076799,Sanitation
40357217,Temperature
50107538,Temperature
50077895,Rats
50003774,Contamination
40393395,Temperature
50109951,Temperature
50070654,Contamination
40366002,Rats
50074976,Rats
50005874,Quality
50101238,Temperature
50038921,Contamination
50074398,Contamination
50108375,Quality
50056280,Quality
50107027,Temperature
50105704,Contamination
41467424,Rats
40395858,Contamination
50080585,Quality
50056245,Quality
50121974,Rats
50010993,Rats
50105869,Contamination
50090040,Contamination
41455068,Rats
40690899,Rats
41537422,Roach
50005772,Contamination
50067775,Contamination
41004797,Contamination
41026496,Temperature
50092722,Contamination
50104061,Contamination
50110592,Contamination
50058432,Rats
50006002,Contamination
50099190,Contamination
41300890,Contamination
50086327,Rats
40394258,Contamination
50078041,Contamination
50069167,Temperature
50106022,Contamination
41468267,Temperature
41146015,Contamination
50124354,Contamination
50060066,Contamination
50008334,Contamination
41627325,Rats
40423705,Quality
40814124,Contamination
41546745,Temperature
50073223,Contamination
50110966,Contamination
40634607,Quality
50093895,Contamination
50016779,Contamination
50058350,Sanitation
50003182,Temperature
50116813,Contamination
50058588,Contamination
50108289,Rats
50105903,Others
50057614,Contamination
50064079,Contamination
41595453,Contamination
50077720,Contamination
40530791,Contamination
50036924,Rats
50107381,Temperature
41009267,Temperature
40394518,Flies
41527419,Sanitation
40395525,Contamination
50112272,Contamination
50056679,Sanitation
50089184,Contamination
40808118,Flies
50049907,Flies
41376041,Contamination
50101959,Sanitation
50034992,Rats
40380592,Contamination
50072746,Contamination
50113195,Temperature
50106065,Rats
40748959,Contamination
50072251,Rats
41253845,Contamination
50113419,Roach
50089107,Sanitation
41164678,Contamination
41495114,Contamination
50033235,Contamination
50033154,Temperature
50106630,Rats
50067577,Rats
50046283,Contamination
50102637,Sanitation
50073223,Rats
50106212,Flies
40396020,Flies
50074873,Rats
50067950,Temperature
50085255,Temperature
41086673,Rats
50057374,Temperature
50001313,Contamination
50121787,Contamination
50086813,Quality
50116136,Contamination
41360332,Roach
50074932,Rats
41635973,Contamination
50013416,Contamination
50109126,Contamination
41653491,Contamination
41704636,Temperature
50049523,Temperature
50114677,Quality
40962335,Contamination
50012743,Contamination
50005855,Rats
50115769,Contamination
41716292,Rats
41317385,Flies
41337465,Contamination
50043628,Contamination
40604207,Contamination
41570001,Rats
50076432,Temperature
40744131,Temperature
40557466,Roach
41276395,Sanitation
50084441,Contamination
50096254,Rats
50118061,Sanitation
50123969,Temperature
50059594,Contamination
50111962,Sanitation
40400039,Temperature
50078890,Temperature
41679611,Contamination
50046788,Contamination
50092198,Temperature
41626009,Temperature
50081310,Contamination
50090063,Sanitation
41720069,Contamination
50106646,Contamination
41665001,Contamination
41552525,Contamination
50063946,Quality
50078146,Contamination
50057374,Contamination
41154306,Temperature
50122451,Contamination
40823209,Sanitation
50095998,Sanitation
41468453,Contamination
50086578,Contamination
50085654,Sanitation
50003373,Contamination
41095221,Contamination
50086354,Temperature
41290515,Roach
40566706,Sanitation
50111808,Contamination
41176172,Contamination
41713701,Temperature
40999668,Contamination
50073086,Contamination
41163308,Temperature
41165717,Contamination
41243880,Rats
41302692,Rats
41552204,Contamination
41221266,Contamination
50047657,Flies
50112852,Contamination
50116787,Contamination
50069684,Contamination
50115725,Contamination
41703865,Roach
50101878,Rats
50097042,Temperature
41089876,Temperature
50102896,Sanitation
50071938,Temperature
50075544,Contamination
50056748,Sanitation
41667050,Temperature
50068443,Rats
50082478,Contamination
50128692,Rats
50114365,Contamination
50096047,Temperature
40510341,Contamination
50000832,Rats
50046735,Contamination
50092958,Contamination
50051339,Roach
50071936,Temperature
41360469,Contamination
50056960,Contamination
50089388,Contamination
41319055,Sanitation
40385680,Temperature
50108675,Contamination
50102945,Sanitation
41720707,Flies
41616179,Temperature
50085693,Contamination
50051817,Contamination
50072796,Rats
50097417,Rats
50017475,Rats
50116088,Temperature
50003015,Contamination
50043658,Rats
50016580,Sanitation
40401224,Temperature
40996005,Contamination
50011932,Contamination
50003444,Contamination
41156203,Contamination
50069861,Rats
41353218,Contamination
40729582,Contamination
50074305,Contamination
41478531,Rats
50043940,Others
41636384,Contamination
50060066,Contamination
50017583,Flies
50074742,Temperature
50083788,Contamination
50090490,Sanitation
50007471,Contamination
41267350,Roach
50108458,Flies
40368555,Contamination
50069439,Temperature
41573716,Sanitation
50058625,Contamination
50010956,Contamination
50094167,Rats
50085944,Temperature
50081134,Contamination
50045536,Contamination
40916595,Contamination
50042404,Temperature
50051535,Contamination
41702711,Contamination
41640858,Temperature
41277564,Rats
41704296,Quality
40367373,Contamination
50050853,Contamination
40545573,Rats
50062435,Sanitation
50057837,Contamination
41008526,Temperature
50103672,Sanitation
50006070,Flies
50073981,Quality
50052930,Rats
50008995,Contamination
50068646,Roach
41682237,Rats
41570163,Roach
41554263,Contamination
40372631,Roach
50015128,Contamination
41672128,Contamination
41573961,Contamination
41017390,Contamination
50082264,Sanitation
50118739,Rats
50002114,Quality
50078599,Contamination
40398532,Roach
50105206,Temperature
41160010,Rats
50109688,Contamination
41542018,Temperature
50073401,Contamination
50059588,Contamination
40930209,Contamination
50103641,Contamination
50084846,Rats
40576196,Contamination
50096203,Sanitation
50081388,Sanitation
50105087,Contamination
50010873,Temperature
50099192,Contamination
50113087,Temperature
50100856,Contamination
50055591,Contamination
41704021,Flies
41631538,Temperature
41080427,Contamination
50104791,Sanitation
40845101,Contamination
50073051,Contamination
50077519,Others
50107595,Contamination
50056249,Contamination
50114216,Temperature
50047532,Contamination
50085355,Flies
40686067,Sanitation
50071831,Temperature
50060885,Rats
41212475,Rats
50103069,Temperature
50118739,Flies
50066093,Contamination
50086119,Contamination
40589507,Contamination
41477814,Contamination
50047650,Contamination
50042803,Contamination
50003927,Contamination
41425803,Contamination
50037817,Contamination
50083895,Contamination
50073653,Contamination
41447522,Contamination
50049533,Rats
50096813,Temperature
41533145,Contamination
50067910,Sanitation
50071468,Sanitation
50094412,Contamination
41599878,Contamination
50103900,Temperature
50057789,Contamination
41505961,Temperature
50102927,Quality
50011807,Contamination
50108235,Contamination
50047045,Contamination
50068576,Sanitation
50010073,Roach
50047854,Contamination
50000613,Sanitation
50049009,Contamination
50017993,Contamination
50004563,Rats
50016496,Contamination
50051603,Contamination
41688349,Contamination
50070352,Contamination
50070120,Flies
50106235,Rats
50095135,Contamination
50072566,Sanitation
41387010,Flies
50042774,Contamination
50092855,Contamination
50106379,Contamination
41173497,Rats
50103900,Contamination
50090960,Contamination
50006379,Temperature
50018050,Rats
50106019,Contamination
50087217,Rats
50062783,Temperature
41547073,Rats
40883581,Rats
41504651,Temperature
50039294,Contamination
50116803,Contamination
41665001,Temperature
40386067,Contamination
50001835,Contamination
50121749,Others
50002590,Flies
41394714,Rats
41706342,Flies
50041581,Rats
50092278,Contamination
50000113,Contamination
41269725,Contamination
41256607,Contamination
50088243,Contamination
41645610,Contamination
50018008,Contamination
50070927,Contamination
50000135,Others
50109264,Rats
41384329,Temperature
40610000,Flies
50086829,Contamination
50084090,Contamination
41210127,Temperature
41360332,Contamination
50073498,Contamination
40392724,Roach
41334817,Rats
41443726,Rats
50088869,Contamination
50099621,Contamination
50078907,Rats
50084342,Contamination
50095254,Contamination
41696334,Temperature
50074699,Contamination
40941045,Contamination
41644360,Temperature
41446174,Contamination
50126098,Contamination
50110003,Contamination
50072700,Temperature
50051458,Contamination
50105277,Temperature
41002789,Contamination
40921141,Contamination
50102573,Rats
50107770,Contamination
50091039,Flies
50042336,Rats
50106610,Rats
41707087,Contamination
41669157,Others
50040306,Rats
50066349,Contamination
50092638,Contamination
50106945,Flies
50088713,Rats
40398899,Contamination
50076759,Contamination
50012296,Temperature
40370167,Contamination
41074013,Contamination
50045201,Contamination
50109688,Contamination
50079786,Rats
50084342,Rats
40964289,Contamination
50082564,Quality
41548756,Temperature
50077391,Rats
40872794,Contamination
50002262,Contamination
50112311,Quality
50107821,Contamination
50128532,Sanitation
41251661,Roach
50093504,Quality
50050986,Contamination
50089009,Contamination
50099815,Contamination
50008252,Rats
50006176,Temperature
50090011,Contamination
41401775,Temperature
41383441,Contamination
50044855,Flies
50103586,Contamination
50103053,Roach
41692932,Quality
41501115,Contamination
50054639,Flies
41004145,Rats
50125991,Rats
41713457,Contamination
50091806,Rats
50053330,Rats
50067841,Contamination
40388668,Contamination
41697049,Contamination
40587835,Contamination
41678309,Temperature
41519649,Rats
41426727,Temperature
41296368,Temperature
40365239,Rats
50113141,Contamination
50088091,Contamination
50036711,Temperature
41265511,Contamination
50081167,Temperature
50096406,Contamination
41577662,Temperature
50009013,Contamination
50102486,Contamination
50117476,Rats
41530091,Others
41492331,Rats
50048074,Sanitation
50081129,Contamination
50070945,Contamination
40663950,Rats
50075191,Temperature
50077403,Roach
40639085,Contamination
41710522,Flies
50078979,Sanitation
40787059,Rats
50082406,Contamination
50095135,Contamination
50097347,Quality
50107800,Rats
50101124,Sanitation
50108952,Contamination
50051748,Roach
41429004,Contamination
50109054,Rats
50098226,Contamination
50093665,Flies
50124726,Temperature
41704021,Rats
50066680,Rats
40786923,Sanitation
41650474,Contamination
50067502,Flies
50110113,Contamination
50058903,Contamination
50002771,Sanitation
50082616,Rats
50011690,Flies
40677193,Contamination
41388576,Rats
41535378,Contamination
50104992,Contamination
50019079,Contamination
50093253,Contamination
50002463,Contamination
50093978,Contamination
50081307,Contamination
41665625,Contamination
50010859,Contamination
50093095,Contamination
40932233,Temperature
50101011,Contamination
50093530,Contamination
50095342,Rats
41629167,Contamination
50088534,Others
50036649,Contamination
41019523,Quality
50001977,Contamination
50035638,Contamination
50040106,Contamination
41530056,Contamination
50070212,Contamination
50084756,Quality
50114711,Contamination
50100616,Rats
41538513,Rats
50001456,Contamination
50099037,Temperature
50083058,Contamination
50119363,Rats
50099876,Contamination
50062529,Rats
50043079,Contamination
41541793,Rats
50115198,Rats
50074343,Contamination
50003026,Contamination
41678260,Contamination
41709692,Rats
50091019,Contamination
40926214,Temperature
40809390,Sanitation
40554018,Sanitation
50108251,Contamination
50108106,Rats
50122462,Contamination
41698687,Sanitation
50064539,Contamination
40553257,Contamination
50110143,Contamination
50067950,Quality
50060614,Contamination
50105309,Contamination
50001761,Roach
50033279,Contamination
40520857,Rats
41632471,Temperature
41069367,Temperature
50113390,Sanitation
50090198,Rats
50043852,Contamination
50070925,Contamination
41386038,Contamination
50107588,Contamination
41026458,Temperature
50052824,Contamination
50019097,Sanitation
50056855,Contamination
50014314,Contamination
50066620,Contamination
41042416,Contamination
41396382,Rats
41410214,Temperature
50102633,Contamination
50014885,Contamination
50052277,Rats
40594214,Contamination
50128446,Sanitation
50036110,Contamination
41710320,Flies
50009557,Contamination
40379920,Contamination
50077842,Temperature
41586283,Contamination
41035324,Contamination
41360464,Rats
50087052,Contamination
50001073,Contamination
41043103,Contamination
41188824,Flies
50045193,Sanitation
50066651,Sanitation
50096515,Contamination
